index	version	enabled	ladder	rarity	nolimit	Level	lvl req	code	*type	*uber	carry1	cost mult	cost add	chrtransform	invtransform	flippyfile	invfile	dropsound	dropsfxframe	usesound	prop1	par1	min1	max1	prop2	par2	min2	max2	prop3	par3	min3	max3	prop4	par4	min4	max4	prop5	par5	min5	max5	prop6	par6	min6	max6	prop7	par7	min7	max7	prop8	par8	min8	max8	prop9	par9	min9	max9	prop10	par10	min10	max10	prop11	par11	min11	max11	prop12	par12	min12	max12	End
Baub's Smashy	100	1		15	1	99	6	mac	mace			100	10000	lblu	lblu						sock	4			knock		1	1	dmg/lvl	4			dmg%/lvl	4			swing2		10	40	rep-dur	5	5	5																									0
Baub's Crushy	100	1		15	1	99	6	mst	mace			100	10000	lblu	lblu						sock	4			knock		1	1	dmg/lvl	4			dmg%/lvl	4			swing2		10	40	rep-dur	5	5	5																									0
Baub's Squishy	100	1		15	1	99	6	fla	mace			100	10000	lblu	lblu						sock	4			knock		1	1	dmg/lvl	4			dmg%/lvl	4			swing2		10	40	rep-dur	5	5	5																									0
Baub's Splatty	100	1		15	1	99	6	9ma	mace			100	10000	lblu	lblu						sock	4			knock		1	1	dmg/lvl	4			dmg%/lvl	4			swing2		10	40	rep-dur	5	5	5																									0
Baub's Bashy	100	1		15	1	99	6	9mt	mace			100	10000	lblu	lblu						sock	4			knock		1	1	dmg/lvl	4			dmg%/lvl	4			swing2		10	40	rep-dur	5	5	5																									0
Baub's Mashy	100	1		15	1	99	6	9fl	mace			100	10000	lblu	lblu						sock	4			knock		1	1	dmg/lvl	4			dmg%/lvl	4			swing2		10	40	rep-dur	5	5	5																									0
Baub's Smunchy	100	1		15	1	99	6	7ma	mace			100	10000	lblu	lblu						sock	4			knock		1	1	dmg/lvl	4			dmg%/lvl	4			swing2		10	40	rep-dur	5	5	5																									0
Baub's Blammy	100	1		15	1	99	6	7mt	mace			100	10000	lblu	lblu						sock	4			knock		1	1	dmg/lvl	4			dmg%/lvl	4			swing2		10	40	rep-dur	5	5	5																									0
Baub's Smacky	100	1		15	1	99	6	7fl	mace			100	10000	lblu	lblu						sock	4			knock		1	1	dmg/lvl	4			dmg%/lvl	4			swing2		10	40	rep-dur	5	5	5																									0
Eryn's Circle	100	1		10	1	99	10	rin	ring			100	15000	lgrn	lgrn						sock	1			att%		5	20	swing2		5	10	dmg-ltng		5	30	att-skill	49	5	15	regen		2	10	sor		1	3																					0
Eryn's Sparkle	100	1		10	1	99	10	rin	ring			100	15000	lgrn	lgrn						sock	1			att%		5	20	swing2		5	10	dmg-ltng		5	30	att-skill	49	5	15	regen		2	10	sor		1	3																					0
Eryn's Bauble	100	1		10	1	99	10	rin	ring			100	15000	lgrn	lgrn						sock	1			att%		5	20	swing2		5	10	dmg-ltng		5	30	att-skill	49	5	15	regen		2	10	sor		1	3																					0
Eryn's Chime	100	1		10	1	99	10	rin	ring			100	15000	lgrn	lgrn						sock	1			att%		5	20	swing2		5	10	dmg-ltng		5	30	att-skill	49	5	15	regen		2	10	sor		1	3																					0
Eryn's Knackery	100	1		10	1	99	10	rin	ring			100	15000	lgrn	lgrn						sock	1			att%		5	20	swing2		5	10	dmg-ltng		5	30	att-skill	49	5	15	regen		2	10	sor		1	3																					0
Eryn's Knickery	100	1		10	1	99	10	rin	ring			100	15000	lgrn	lgrn						sock	1			att%		5	20	swing2		5	10	dmg-ltng		5	30	att-skill	49	5	15	regen		2	10	sor		1	3																					0
Eryn's Knockery	100	1		10	1	99	10	rin	ring			100	15000	lgrn	lgrn						sock	1			att%		5	20	swing2		5	10	dmg-ltng		5	30	att-skill	49	5	15	regen		2	10	sor		1	3																					0
Eryn's Watch	100	1		10	1	99	10	rin	ring			100	15000	lgrn	lgrn						sock	1			att%		5	20	swing2		5	10	dmg-ltng		5	30	att-skill	49	5	15	regen		2	10	sor		1	3																					0
Eryn's Brace	100	1		10	1	99	10	rin	ring			100	15000	lgrn	lgrn						sock	1			att%		5	20	swing2		5	10	dmg-ltng		5	30	att-skill	49	5	15	regen		2	10	sor		1	3																					0
Eryn's Whim	100	1		10	1	99	10	rin	ring			100	15000	lgrn	lgrn						sock	1			att%		5	20	swing2		5	10	dmg-ltng		5	30	att-skill	49	5	15	regen		2	10	sor		1	3																					0
Eryn's Pantomine	100	1		10	1	99	10	rin	ring			100	15000	lgrn	lgrn						sock	1			att%		5	20	swing2		5	10	dmg-ltng		5	30	att-skill	49	5	15	regen		2	10	sor		1	3																					0
Eryn's Spirit	100	1		10	1	99	10	amu	amulet			100	15000	lgrn	lgrn						sock	1			ac%		5	20	cast2		5	10	light-thorns		100	250	gethit-skill	49	5	30	regen-mana		10	50	sor		1	3																					0
Eryn's Soul	100	1		10	1	99	10	amu	amulet			100	15000	lgrn	lgrn						sock	1			ac%		5	20	cast2		5	10	light-thorns		100	250	gethit-skill	49	5	30	regen-mana		10	50	sor		1	3																					0
Eryn's Idea	100	1		10	1	99	10	amu	amulet			100	15000	lgrn	lgrn						sock	1			ac%		5	20	cast2		5	10	light-thorns		100	250	gethit-skill	49	5	30	regen-mana		10	50	sor		1	3																					0
Eryn's Fantasy	100	1		10	1	99	10	amu	amulet			100	15000	lgrn	lgrn						sock	1			ac%		5	20	cast2		5	10	light-thorns		100	250	gethit-skill	49	5	30	regen-mana		10	50	sor		1	3																					0
Eryn's Dream	100	1		10	1	99	10	amu	amulet			100	15000	lgrn	lgrn						sock	1			ac%		5	20	cast2		5	10	light-thorns		100	250	gethit-skill	49	5	30	regen-mana		10	50	sor		1	3																					0
Baub's Grip	100	1		15	1	99	10	lgl	gloves			100	15000	lblu	lblu						sock	3			rep-dur	5			att%		5	50	ac		5	20	swing2		5	20	dmg%		5	20	hit-skill	38	3	12																					0
Baub's Vise	100	1		15	1	99	10	vgl	gloves			100	15000	lblu	lblu						sock	3			rep-dur	5			att%		5	50	ac		5	20	swing2		5	20	dmg%		5	20	hit-skill	38	3	12																					0
Baub's Crush	100	1		15	1	99	10	mgl	gloves			100	15000	lblu	lblu						sock	3			rep-dur	5			att%		5	50	ac		5	20	swing2		5	20	dmg%		5	20	hit-skill	38	3	12																					0
Baub's Death Strike	100	1		15	1	99	10	tgl	gloves			100	15000	lblu	lblu						sock	3			rep-dur	5			att%		5	50	ac		5	20	swing2		5	20	dmg%		5	20	hit-skill	38	3	12																					0
Baub's Wounding Touch	100	1		15	1	99	10	hgl	gloves			100	15000	lblu	lblu						sock	3			rep-dur	5			att%		5	50	ac		5	20	swing2		5	20	dmg%		5	20	hit-skill	38	3	12																					0
Baub's Fist	100	1		15	1	99	10	xlg	gloves			100	15000	lblu	lblu						sock	3			rep-dur	5			att%		5	50	ac		5	20	swing2		5	20	dmg%		5	20	hit-skill	38	3	12																					0
Baub's Hold	100	1		15	1	99	10	xvg	gloves			100	15000	lblu	lblu						sock	3			rep-dur	5			att%		5	50	ac		5	20	swing2		5	20	dmg%		5	20	hit-skill	38	3	12																					0
Baub's Insult	100	1		15	1	99	10	xmg	gloves			100	15000	lblu	lblu						sock	3			rep-dur	5			att%		5	50	ac		5	20	swing2		5	20	dmg%		5	20	hit-skill	38	3	12																					0
Baub's Smack	100	1		15	1	99	10	xtg	gloves			100	15000	lblu	lblu						sock	3			rep-dur	5			att%		5	50	ac		5	20	swing2		5	20	dmg%		5	20	hit-skill	38	3	12																					0
Baub's Punch	100	1		15	1	99	10	xhg	gloves			100	15000	lblu	lblu						sock	3			rep-dur	5			att%		5	50	ac		5	20	swing2		5	20	dmg%		5	20	hit-skill	38	3	12																					0
Baub's Slap	100	1		15	1	99	10	ulg	gloves			100	15000	lblu	lblu						sock	3			rep-dur	5			att%		5	50	ac		5	20	swing2		5	20	dmg%		5	20	hit-skill	38	3	12																					0
Baub's Clasp	100	1		15	1	99	10	uvg	gloves			100	15000	lblu	lblu						sock	3			rep-dur	5			att%		5	50	ac		5	20	swing2		5	20	dmg%		5	20	hit-skill	38	3	12																					0
Baub's Finger	100	1		15	1	99	10	umg	gloves			100	15000	lblu	lblu						sock	3			rep-dur	5			att%		5	50	ac		5	20	swing2		5	20	dmg%		5	20	hit-skill	38	3	12																					0
Baub's Thumb	100	1		15	1	99	10	utg	gloves			100	15000	lblu	lblu						sock	3			rep-dur	5			att%		5	50	ac		5	20	swing2		5	20	dmg%		5	20	hit-skill	38	3	12																					0
Baub's Hand	100	1		15	1	99	10	uhg	gloves			100	15000	lblu	lblu						sock	3			rep-dur	5			att%		5	50	ac		5	20	swing2		5	20	dmg%		5	20	hit-skill	38	3	12																					0
Baub's Step	100	1		15	1	99	10	lbt	boots			100	15000	lblu	lblu						sock	3			rep-dur	5			move2		5	25	ac		5	10	stam		5	25	gethit-skill	46	3	20																									0
Baub's Pitter Patter	100	1		15	1	99	10	vbt	boots			100	15000	lblu	lblu						sock	3			rep-dur	5			move2		5	25	ac		5	10	stam		5	25	gethit-skill	46	3	20																									0
Baub's Footprint	100	1		15	1	99	10	mbt	boots			100	15000	lblu	lblu						sock	3			rep-dur	5			move2		5	25	ac		5	10	stam		5	25	gethit-skill	46	3	20																									0
Baub's Grim Tracks	100	1		15	1	99	10	tbt	boots			100	15000	lblu	lblu						sock	3			rep-dur	5			move2		5	25	ac		5	10	stam		5	25	gethit-skill	46	3	20																									0
Baub's Tip Toe	100	1		15	1	99	10	hbt	boots			100	15000	lblu	lblu						sock	3			rep-dur	5			move2		5	25	ac		5	10	stam		5	25	gethit-skill	46	3	20																									0
Baub's Sprint	100	1		15	1	99	10	xlb	boots			100	15000	lblu	lblu						sock	3			rep-dur	5			move2		5	25	ac		5	10	stam		5	25	gethit-skill	46	3	20																									0
Baub's March	100	1		15	1	99	10	xvb	boots			100	15000	lblu	lblu						sock	3			rep-dur	5			move2		5	25	ac		5	10	stam		5	25	gethit-skill	46	3	20																									0
Baub's Stroll	100	1		15	1	99	10	xmb	boots			100	15000	lblu	lblu						sock	3			rep-dur	5			move2		5	25	ac		5	10	stam		5	25	gethit-skill	46	3	20																									0
Baub's Walk	100	1		15	1	99	10	xtb	boots			100	15000	lblu	lblu						sock	3			rep-dur	5			move2		5	25	ac		5	10	stam		5	25	gethit-skill	46	3	20																									0
Baub's Skip	100	1		15	1	99	10	xhb	boots			100	15000	lblu	lblu						sock	3			rep-dur	5			move2		5	25	ac		5	10	stam		5	25	gethit-skill	46	3	20																									0
Baub's Run	100	1		15	1	99	10	ulb	boots			100	15000	lblu	lblu						sock	3			rep-dur	5			move2		5	25	ac		5	10	stam		5	25	gethit-skill	46	3	20																									0
Baub's Escape	100	1		15	1	99	10	uvb	boots			100	15000	lblu	lblu						sock	3			rep-dur	5			move2		5	25	ac		5	10	stam		5	25	gethit-skill	46	3	20																									0
Baub's Marathon	100	1		15	1	99	10	umb	boots			100	15000	lblu	lblu						sock	3			rep-dur	5			move2		5	25	ac		5	10	stam		5	25	gethit-skill	46	3	20																									0
Baub's Stumble	100	1		15	1	99	10	utb	boots			100	15000	lblu	lblu						sock	3			rep-dur	5			move2		5	25	ac		5	10	stam		5	25	gethit-skill	46	3	20																									0
Baub's Dance	100	1		15	1	99	10	uhb	boots			100	15000	lblu	lblu						sock	3			rep-dur	5			move2		5	25	ac		5	10	stam		5	25	gethit-skill	46	3	20																									0
Grimwart's Fangtooth	100	1		10	1	99	26	bsw	sword 2h			100	40000	cgrn	cgrn						sock	6			rep-dur	25			dmg-pois	300	400	900	dmg-cold	300	300	600	freeze		25	50	openwounds		100	100	ignore-ac		1	1	lifesteal		5	12	regen		-12	-12	light		-5	-5									0
Banefist's Bloodknob	100	1		10	1	99	26	7mt	mace			100	40000	cgrn	cgrn						sock	6			rep-dur	25			dmg-pois	300	400	900	dmg-cold	300	300	600	freeze		25	50	openwounds		100	100	ignore-ac		1	1	lifesteal		5	12	regen		-12	-12	light		-5	-5									0
Grimfist's Fangwart	100	1		10	1	99	26	9m9	mace			100	40000	cgrn	cgrn						sock	6			rep-dur	25			dmg-pois	300	400	900	dmg-cold	300	300	600	freeze		25	50	openwounds		100	100	ignore-ac		1	1	lifesteal		5	12	regen		-12	-12	light		-5	-5									0
WartFist's Blood Claw	100	1		10	1	99	26	9wa	axe			100	40000	cgrn	cgrn						sock	6			rep-dur	25			dmg-pois	300	400	900	dmg-cold	300	300	600	freeze		25	50	openwounds		100	100	ignore-ac		1	1	lifesteal		5	12	regen		-12	-12	light		-5	-5									0
Dark Fang's Wartknob	100	1		10	1	99	26	7m7	hammer			100	40000	cgrn	cgrn						sock	6			rep-dur	25			dmg-pois	300	400	900	dmg-cold	300	300	600	freeze		25	50	openwounds		100	100	ignore-ac		1	1	lifesteal		5	12	regen		-12	-12	light		-5	-5									0
Leadbane's Grimtooth	100	1		10	1	99	26	9fb	sword 2h			100	40000	cgrn	cgrn						sock	6			rep-dur	25			dmg-pois	300	400	900	dmg-cold	300	300	600	freeze		25	50	openwounds		100	100	ignore-ac		1	1	lifesteal		5	12	regen		-12	-12	light		-5	-5									0
Grimgob WraithClaw	100	1		10	1	99	26	9sb	sword			100	40000	cgrn	cgrn						sock	6			rep-dur	25			dmg-pois	300	400	900	dmg-cold	300	300	600	freeze		25	50	openwounds		100	100	ignore-ac		1	1	lifesteal		5	12	regen		-12	-12	light		-5	-5									0
Shard of Repair	100	1		100	1	99	16	jew	Jewel			100	25000	whit							rep-dur	15			ac		10	30	res-all		10	30																																					0
William Tell	100	1		10	1	99	16	mqv	ammo			100	25000	whit							dmg-norm		50	50	pierce		10	30	sock	3			oskill	22	1	10	knock		1	1																													0
William BTell	100	1		10	1	99	16	bqv	ammo			100	25000	whit							dmg-norm		50	50	pierce		10	30	sock	3			oskill	22	1	10	knock		1	1																													0
Myrada's Wrath	100	1		3	1	99	66	mqv	ammo			100	100000	whit							dmg-norm		600	750	pierce		40	75	sock	3			oskill	26	1	15	knock		1	1	deadly		50	75	ignore-ac		1	1	swing3		40	70																	0
Myrada's BWrath	100	1		3	1	99	66	bqv	ammo			100	100000	whit							dmg-norm		600	750	pierce		40	75	sock	3			oskill	26	1	15	knock		1	1	deadly		50	75	ignore-ac		1	1	swing3		40	70																	0
Myrada's Caress	100	1		5	1	99	50	mqv	ammo			100	75000	whit							dmg-norm		400	525	pierce		30	60	sock	3			oskill	26	1	12	knock		1	1	deadly		40	60	ignore-ac		1	1	swing2		20	40																	0
Myrada's BCaress	100	1		5	1	99	50	bqv	ammo			100	75000	whit							dmg-norm		400	525	pierce		30	60	sock	3			oskill	26	1	12	knock		1	1	deadly		40	60	ignore-ac		1	1	swing2		20	40																	0
Myrada's Quarrel	100	1		5	1	99	41	mqv	ammo			100	62500	whit							dmg-norm		250	300	pierce		20	50	sock	3			oskill	26	1	10	knock		1	1	deadly		30	50	att%		50	80	swing1		10	30																	0
Myrada's BQuarrel	100	1		5	1	99	41	bqv	ammo			100	62500	whit							dmg-norm		250	300	pierce		20	50	sock	3			oskill	26	1	10	knock		1	1	deadly		30	50	att%		50	80	swing1		10	30																	0
Myrada's Insult	100	1		5	1	99	33	mqv	ammo			100	50000	whit							dmg-norm		150	200	pierce		10	40	sock	3			oskill	26	1	5	knock		1	1	deadly		20	40	att%		30	60	swing1		5	15																	0
Myrada's BInsult	100	1		5	1	99	33	bqv	ammo			100	50000	whit							dmg-norm		150	200	pierce		10	40	sock	3			oskill	26	1	5	knock		1	1	deadly		20	40	att%		30	60	swing1		5	15																	0
Myrada's Whim	100	1		10	1	99	25	mqv	ammo			100	37500	whit							dmg-norm		100	150	pierce		5	25	sock	3			oskill	26	1	5	knock		1	1	deadly		10	30	att%		20	50																					0
Myrada's BWhim	100	1		10	1	99	25	bqv	ammo			100	37500	whit							dmg-norm		100	150	pierce		5	25	sock	3			oskill	26	1	5	knock		1	1	deadly		10	30	att%		20	50																					0
Myrada's Word	100	1		10	1	99	16	mqv	ammo			100	25000	whit							dmg-norm		50	100	pierce		5	15	sock	3			oskill	26	1	5	knock		1	1	deadly		5	20																									0
Myrada's BWord	100	1		10	1	99	16	bqv	ammo			100	25000	whit							dmg-norm		50	100	pierce		5	15	sock	3			oskill	26	1	5	knock		1	1	deadly		5	20																									0
Ithor's Insult	100	1		5	1	99	33	mqv	ammo			100	50000	whit							dmg-norm		150	200	pierce		10	40	sock	3			oskill	12	1	5	knock		1	1	deadly		20	40	att%		30	60	swing1		5	15																	0
Ithor's BInsult	100	1		5	1	99	33	bqv	ammo			100	50000	whit							dmg-norm		150	200	pierce		10	40	sock	3			oskill	12	1	5	knock		1	1	deadly		20	40	att%		30	60	swing1		5	15																	0
Ithor's Whim	100	1		10	1	99	25	mqv	ammo			100	37500	whit							dmg-norm		100	150	pierce		5	25	sock	3			oskill	12	1	5	knock		1	1	deadly		10	30	att%		20	50																					0
Ithor's BWhim	100	1		10	1	99	25	bqv	ammo			100	37500	whit							dmg-norm		100	150	pierce		5	25	sock	3			oskill	12	1	5	knock		1	1	deadly		10	30	att%		20	50																					0
Ithor's Word	100	1		10	1	99	16	mqv	ammo			100	25000	whit							dmg-norm		50	100	pierce		5	15	sock	3			oskill	12	1	5	knock		1	1	deadly		5	20																									0
Ithor's BWord	100	1		10	1	99	16	bqv	ammo			100	25000	whit							dmg-norm		50	100	pierce		5	15	sock	3			oskill	12	1	5	knock		1	1	deadly		5	20																									0
Fy-Kir's Insult	100	1		5	1	99	33	mqv	ammo			100	50000	whit							dmg-norm		150	200	pierce		10	40	sock	3			oskill	22	1	5	knock		1	1	deadly		20	40	att%		30	60	swing1		5	15																	0
Fy-Kir's BInsult	100	1		5	1	99	33	bqv	ammo			100	50000	whit							dmg-norm		150	200	pierce		10	40	sock	3			oskill	22	1	5	knock		1	1	deadly		20	40	att%		30	60	swing1		5	15																	0
Fy-Kir's Whim	100	1		10	1	99	25	mqv	ammo			100	37500	whit							dmg-norm		100	150	pierce		5	25	sock	3			oskill	22	1	5	knock		1	1	deadly		10	30	att%		20	50																					0
Fy-Kir's BWhim	100	1		10	1	99	25	bqv	ammo			100	37500	whit							dmg-norm		100	150	pierce		5	25	sock	3			oskill	22	1	5	knock		1	1	deadly		10	30	att%		20	50																					0
Fy-Kir's Word	100	1		10	1	99	16	mqv	ammo			100	25000	whit							dmg-norm		50	100	pierce		5	15	sock	3			oskill	22	1	5	knock		1	1	deadly		5	20																									0
Fy-Kir's BWord	100	1		10	1	99	16	bqv	ammo			100	25000	whit							dmg-norm		50	100	pierce		5	15	sock	3			oskill	22	1	5	knock		1	1	deadly		5	20																									0
Stone of Ykar	100	1		10	1	99	13	jew	Jewel			100	20000	whit							att%		10	20	dmg%		10	20	att		50	100	dmg-norm		10	40																																	0
Marble of Ykar	100	1		10	1	99	15	jew	Jewel			100	22500	whit							att%		15	25	dmg%		15	25	att		75	125	dmg-norm		20	50																																	0
Bauble of Ykar	100	1		10	1	99	16	jew	Jewel			100	25000	whit							att%		20	30	dmg%		20	30	att		100	150	dmg-norm		30	60																																	0
Eye of Ykar	100	1		10	1	99	18	jew	Jewel			100	27500	whit							att%		25	35	dmg%		25	35	att		125	175	dmg-norm		40	70																																	0
Glint of Ykar	100	1		10	1	99	20	jew	Jewel			100	30000	whit							att%		30	40	dmg%		30	40	att		150	200	dmg-norm		50	80																																	0
Trinket of Ykar	100	1		10	1	99	21	jew	Jewel			100	32500	whit							att%		35	45	dmg%		35	45	att		175	225	dmg-norm		60	90																																	0
Token of Ykar	100	1		4	1	99	23	jew	Jewel			100	35000	whit							att%		40	50	dmg%		40	50	att		200	250	dmg-norm		70	100																																	0
Coin of Ykar	100	1		3	1	99	25	jew	Jewel			100	37500	whit							att%		45	55	dmg%		45	55	att		225	275	dmg-norm		80	110																																	0
Keepsake of Ykar	100	1		2	1	99	26	jew	Jewel			100	40000	whit							att%		50	60	dmg%		50	60	att		250	300	dmg-norm		90	120																																	0
Stone of Ojoh	100	1		10	1	99	13	jew	Jewel			100	20000	whit							ac%		10	20	red-dmg		5	20	balance1		5	20	half-freeze		1	1																																	0
Marble of Ojoh	100	1		10	1	99	15	jew	Jewel			100	22500	whit							ac%		15	25	red-dmg		10	25	balance1		10	25	half-freeze		1	1																																	0
Bauble of Ojoh	100	1		10	1	99	16	jew	Jewel			100	25000	whit							ac%		20	30	red-dmg		15	30	balance1		15	30	half-freeze		1	1																																	0
Eye of Ojoh	100	1		10	1	99	18	jew	Jewel			100	27500	whit							ac%		25	35	red-dmg		20	35	balance2		20	35	half-freeze		1	1																																	0
Glint of Ojoh	100	1		10	1	99	20	jew	Jewel			100	30000	whit							ac%		30	40	red-dmg		25	40	balance2		25	40	half-freeze		1	1																																	0
Trinket of Ojoh	100	1		10	1	99	21	jew	Jewel			100	32500	whit							ac%		35	45	red-dmg		30	45	balance2		30	45	nofreeze		1	1																																	0
Token of Ojoh	100	1		4	1	99	23	jew	Jewel			100	35000	whit							ac%		40	50	red-dmg		35	50	balance3		35	50	nofreeze		1	1																																	0
Coin of Ojoh	100	1		3	1	99	25	jew	Jewel			100	37500	whit							ac%		45	55	red-dmg		40	55	balance3		40	55	nofreeze		1	1																																	0
Keepsake of Ojoh	100	1		2	1	99	26	jew	Jewel			100	40000	whit							ac%		50	60	red-dmg		45	60	balance3		45	60	nofreeze		1	1																																	0
Stone of Benji	100	1		10	1	99	13	jew	Jewel			100	20000	whit							move1		5	20	swing1		5	20	hp		20	50	mana		20	50																																	0
Marble of Benji	100	1		10	1	99	15	jew	Jewel			100	22500	whit							move1		10	25	swing1		10	25	hp		30	60	mana		30	60																																	0
Bauble of Benji	100	1		10	1	99	16	jew	Jewel			100	25000	whit							move1		15	30	swing2		15	30	hp		40	70	mana		40	70																																	0
Eye of Benji	100	1		10	1	99	18	jew	Jewel			100	27500	whit							move2		20	35	swing2		20	35	hp		50	80	mana		50	80																																	0
Glint of Benji	100	1		10	1	99	20	jew	Jewel			100	30000	whit							move2		25	40	swing2		25	40	hp		60	90	mana		60	90																																	0
Trinket of Benji	100	1		10	1	99	21	jew	Jewel			100	32500	whit							move2		30	45	swing2		30	45	hp		70	100	mana		70	100																																	0
Token of Benji	100	1		4	1	99	23	jew	Jewel			100	35000	whit							move3		35	50	swing3		35	50	hp		80	110	mana		80	110																																	0
Coin of Benji	100	1		3	1	99	25	jew	Jewel			100	37500	whit							move3		40	55	swing3		40	55	hp		90	120	mana		90	120																																	0
Keepsake of Benji	100	1		2	1	99	26	jew	Jewel			100	40000	whit							move3		45	60	swing3		45	60	hp		100	130	mana		100	130																																	0
