Level	Amazon	Sorceress	Necromancer	Paladin	Barbarian	Druid	Assassin	ExpRatio
6767	2406616900	2406616900	2406616900	2406616900	2406616900	2406616900	2406616900	447
6768	2407066900	2407066900	2407066900	2407066900	2407066900	2407066900	2407066900	447
6769	2407516900	2407516900	2407516900	2407516900	2407516900	2407516900	2407516900	447
6770	2407966900	2407966900	2407966900	2407966900	2407966900	2407966900	2407966900	446
6771	2408416900	2408416900	2408416900	2408416900	2408416900	2408416900	2408416900	446
6772	2408866900	2408866900	2408866900	2408866900	2408866900	2408866900	2408866900	446
6773	2409316900	2409316900	2409316900	2409316900	2409316900	2409316900	2409316900	446
6774	2409766900	2409766900	2409766900	2409766900	2409766900	2409766900	2409766900	446
6775	2410216900	2410216900	2410216900	2410216900	2410216900	2410216900	2410216900	446
6776	2410666900	2410666900	2410666900	2410666900	2410666900	2410666900	2410666900	446
6777	2411116900	2411116900	2411116900	2411116900	2411116900	2411116900	2411116900	446
6778	2411566900	2411566900	2411566900	2411566900	2411566900	2411566900	2411566900	446
6779	2412016900	2412016900	2412016900	2412016900	2412016900	2412016900	2412016900	446
6780	2412466900	2412466900	2412466900	2412466900	2412466900	2412466900	2412466900	445
6781	2412916900	2412916900	2412916900	2412916900	2412916900	2412916900	2412916900	445
6782	2413366900	2413366900	2413366900	2413366900	2413366900	2413366900	2413366900	445
6783	2413816900	2413816900	2413816900	2413816900	2413816900	2413816900	2413816900	445
6784	2414266900	2414266900	2414266900	2414266900	2414266900	2414266900	2414266900	445
6785	2414716900	2414716900	2414716900	2414716900	2414716900	2414716900	2414716900	445
6786	2415166900	2415166900	2415166900	2415166900	2415166900	2415166900	2415166900	445
6787	2415616900	2415616900	2415616900	2415616900	2415616900	2415616900	2415616900	445
6788	2416066900	2416066900	2416066900	2416066900	2416066900	2416066900	2416066900	445
6789	2416516900	2416516900	2416516900	2416516900	2416516900	2416516900	2416516900	445
6790	2416966900	2416966900	2416966900	2416966900	2416966900	2416966900	2416966900	444
6791	2417416900	2417416900	2417416900	2417416900	2417416900	2417416900	2417416900	444
6792	2417866900	2417866900	2417866900	2417866900	2417866900	2417866900	2417866900	444
6793	2418316900	2418316900	2418316900	2418316900	2418316900	2418316900	2418316900	444
6794	2418766900	2418766900	2418766900	2418766900	2418766900	2418766900	2418766900	444
6795	2419216900	2419216900	2419216900	2419216900	2419216900	2419216900	2419216900	444
6796	2419666900	2419666900	2419666900	2419666900	2419666900	2419666900	2419666900	444
6797	2420116900	2420116900	2420116900	2420116900	2420116900	2420116900	2420116900	444
6798	2420566900	2420566900	2420566900	2420566900	2420566900	2420566900	2420566900	444
6799	2421016900	2421016900	2421016900	2421016900	2421016900	2421016900	2421016900	444
6800	2421466900	2421466900	2421466900	2421466900	2421466900	2421466900	2421466900	443
6801	2421916900	2421916900	2421916900	2421916900	2421916900	2421916900	2421916900	443
6802	2422366900	2422366900	2422366900	2422366900	2422366900	2422366900	2422366900	443
6803	2422816900	2422816900	2422816900	2422816900	2422816900	2422816900	2422816900	443
6804	2423266900	2423266900	2423266900	2423266900	2423266900	2423266900	2423266900	443
6805	2423716900	2423716900	2423716900	2423716900	2423716900	2423716900	2423716900	443
6806	2424166900	2424166900	2424166900	2424166900	2424166900	2424166900	2424166900	443
6807	2424616900	2424616900	2424616900	2424616900	2424616900	2424616900	2424616900	443
6808	2425066900	2425066900	2425066900	2425066900	2425066900	2425066900	2425066900	443
6809	2425516900	2425516900	2425516900	2425516900	2425516900	2425516900	2425516900	443
6810	2425966900	2425966900	2425966900	2425966900	2425966900	2425966900	2425966900	442
6811	2426416900	2426416900	2426416900	2426416900	2426416900	2426416900	2426416900	442
6812	2426866900	2426866900	2426866900	2426866900	2426866900	2426866900	2426866900	442
6813	2427316900	2427316900	2427316900	2427316900	2427316900	2427316900	2427316900	442
6814	2427766900	2427766900	2427766900	2427766900	2427766900	2427766900	2427766900	442
6815	2428216900	2428216900	2428216900	2428216900	2428216900	2428216900	2428216900	442
6816	2428666900	2428666900	2428666900	2428666900	2428666900	2428666900	2428666900	442
6817	2429116900	2429116900	2429116900	2429116900	2429116900	2429116900	2429116900	442
6818	2429566900	2429566900	2429566900	2429566900	2429566900	2429566900	2429566900	442
6819	2430016900	2430016900	2430016900	2430016900	2430016900	2430016900	2430016900	442
6820	2430466900	2430466900	2430466900	2430466900	2430466900	2430466900	2430466900	441
6821	2430916900	2430916900	2430916900	2430916900	2430916900	2430916900	2430916900	441
6822	2431366900	2431366900	2431366900	2431366900	2431366900	2431366900	2431366900	441
6823	2431816900	2431816900	2431816900	2431816900	2431816900	2431816900	2431816900	441
6824	2432266900	2432266900	2432266900	2432266900	2432266900	2432266900	2432266900	441
6825	2432716900	2432716900	2432716900	2432716900	2432716900	2432716900	2432716900	441
6826	2433166900	2433166900	2433166900	2433166900	2433166900	2433166900	2433166900	441
6827	2433616900	2433616900	2433616900	2433616900	2433616900	2433616900	2433616900	441
6828	2434066900	2434066900	2434066900	2434066900	2434066900	2434066900	2434066900	441
6829	2434516900	2434516900	2434516900	2434516900	2434516900	2434516900	2434516900	441
6830	2434966900	2434966900	2434966900	2434966900	2434966900	2434966900	2434966900	440
6831	2435416900	2435416900	2435416900	2435416900	2435416900	2435416900	2435416900	440
6832	2435866900	2435866900	2435866900	2435866900	2435866900	2435866900	2435866900	440
6833	2436316900	2436316900	2436316900	2436316900	2436316900	2436316900	2436316900	440
6834	2436766900	2436766900	2436766900	2436766900	2436766900	2436766900	2436766900	440
6835	2437216900	2437216900	2437216900	2437216900	2437216900	2437216900	2437216900	440
6836	2437666900	2437666900	2437666900	2437666900	2437666900	2437666900	2437666900	440
6837	2438116900	2438116900	2438116900	2438116900	2438116900	2438116900	2438116900	440
6838	2438566900	2438566900	2438566900	2438566900	2438566900	2438566900	2438566900	440
6839	2439016900	2439016900	2439016900	2439016900	2439016900	2439016900	2439016900	440
6840	2439466900	2439466900	2439466900	2439466900	2439466900	2439466900	2439466900	439
6841	2439916900	2439916900	2439916900	2439916900	2439916900	2439916900	2439916900	439
6842	2440366900	2440366900	2440366900	2440366900	2440366900	2440366900	2440366900	439
6843	2440816900	2440816900	2440816900	2440816900	2440816900	2440816900	2440816900	439
6844	2441266900	2441266900	2441266900	2441266900	2441266900	2441266900	2441266900	439
6845	2441716900	2441716900	2441716900	2441716900	2441716900	2441716900	2441716900	439
6846	2442166900	2442166900	2442166900	2442166900	2442166900	2442166900	2442166900	439
6847	2442616900	2442616900	2442616900	2442616900	2442616900	2442616900	2442616900	439
6848	2443066900	2443066900	2443066900	2443066900	2443066900	2443066900	2443066900	439
6849	2443516900	2443516900	2443516900	2443516900	2443516900	2443516900	2443516900	439
6850	2443966900	2443966900	2443966900	2443966900	2443966900	2443966900	2443966900	438
6851	2444416900	2444416900	2444416900	2444416900	2444416900	2444416900	2444416900	438
6852	2444866900	2444866900	2444866900	2444866900	2444866900	2444866900	2444866900	438
6853	2445316900	2445316900	2445316900	2445316900	2445316900	2445316900	2445316900	438
6854	2445766900	2445766900	2445766900	2445766900	2445766900	2445766900	2445766900	438
6855	2446216900	2446216900	2446216900	2446216900	2446216900	2446216900	2446216900	438
6856	2446666900	2446666900	2446666900	2446666900	2446666900	2446666900	2446666900	438
6857	2447116900	2447116900	2447116900	2447116900	2447116900	2447116900	2447116900	438
6858	2447566900	2447566900	2447566900	2447566900	2447566900	2447566900	2447566900	438
6859	2448016900	2448016900	2448016900	2448016900	2448016900	2448016900	2448016900	438
6860	2448466900	2448466900	2448466900	2448466900	2448466900	2448466900	2448466900	437
6861	2448916900	2448916900	2448916900	2448916900	2448916900	2448916900	2448916900	437
6862	2449366900	2449366900	2449366900	2449366900	2449366900	2449366900	2449366900	437
6863	2449816900	2449816900	2449816900	2449816900	2449816900	2449816900	2449816900	437
6864	2450266900	2450266900	2450266900	2450266900	2450266900	2450266900	2450266900	437
6865	2450716900	2450716900	2450716900	2450716900	2450716900	2450716900	2450716900	437
6866	2451166900	2451166900	2451166900	2451166900	2451166900	2451166900	2451166900	437
6867	2451616900	2451616900	2451616900	2451616900	2451616900	2451616900	2451616900	437
6868	2452066900	2452066900	2452066900	2452066900	2452066900	2452066900	2452066900	437
6869	2452516900	2452516900	2452516900	2452516900	2452516900	2452516900	2452516900	437
6870	2452966900	2452966900	2452966900	2452966900	2452966900	2452966900	2452966900	436
6871	2453416900	2453416900	2453416900	2453416900	2453416900	2453416900	2453416900	436
6872	2453866900	2453866900	2453866900	2453866900	2453866900	2453866900	2453866900	436
6873	2454316900	2454316900	2454316900	2454316900	2454316900	2454316900	2454316900	436
6874	2454766900	2454766900	2454766900	2454766900	2454766900	2454766900	2454766900	436
6875	2455216900	2455216900	2455216900	2455216900	2455216900	2455216900	2455216900	436
6876	2455666900	2455666900	2455666900	2455666900	2455666900	2455666900	2455666900	436
6877	2456116900	2456116900	2456116900	2456116900	2456116900	2456116900	2456116900	436
6878	2456566900	2456566900	2456566900	2456566900	2456566900	2456566900	2456566900	436
6879	2457016900	2457016900	2457016900	2457016900	2457016900	2457016900	2457016900	436
6880	2457466900	2457466900	2457466900	2457466900	2457466900	2457466900	2457466900	435
6881	2457916900	2457916900	2457916900	2457916900	2457916900	2457916900	2457916900	435
6882	2458366900	2458366900	2458366900	2458366900	2458366900	2458366900	2458366900	435
6883	2458816900	2458816900	2458816900	2458816900	2458816900	2458816900	2458816900	435
6884	2459266900	2459266900	2459266900	2459266900	2459266900	2459266900	2459266900	435
6885	2459716900	2459716900	2459716900	2459716900	2459716900	2459716900	2459716900	435
6886	2460166900	2460166900	2460166900	2460166900	2460166900	2460166900	2460166900	435
6887	2460616900	2460616900	2460616900	2460616900	2460616900	2460616900	2460616900	435
6888	2461066900	2461066900	2461066900	2461066900	2461066900	2461066900	2461066900	435
6889	2461516900	2461516900	2461516900	2461516900	2461516900	2461516900	2461516900	435
6890	2461966900	2461966900	2461966900	2461966900	2461966900	2461966900	2461966900	434
6891	2462416900	2462416900	2462416900	2462416900	2462416900	2462416900	2462416900	434
6892	2462866900	2462866900	2462866900	2462866900	2462866900	2462866900	2462866900	434
6893	2463316900	2463316900	2463316900	2463316900	2463316900	2463316900	2463316900	434
6894	2463766900	2463766900	2463766900	2463766900	2463766900	2463766900	2463766900	434
6895	2464216900	2464216900	2464216900	2464216900	2464216900	2464216900	2464216900	434
6896	2464666900	2464666900	2464666900	2464666900	2464666900	2464666900	2464666900	434
6897	2465116900	2465116900	2465116900	2465116900	2465116900	2465116900	2465116900	434
6898	2465566900	2465566900	2465566900	2465566900	2465566900	2465566900	2465566900	434
6899	2466016900	2466016900	2466016900	2466016900	2466016900	2466016900	2466016900	434
6900	2466466900	2466466900	2466466900	2466466900	2466466900	2466466900	2466466900	433
6901	2466916900	2466916900	2466916900	2466916900	2466916900	2466916900	2466916900	433
6902	2467366900	2467366900	2467366900	2467366900	2467366900	2467366900	2467366900	433
6903	2467816900	2467816900	2467816900	2467816900	2467816900	2467816900	2467816900	433
6904	2468266900	2468266900	2468266900	2468266900	2468266900	2468266900	2468266900	433
6905	2468716900	2468716900	2468716900	2468716900	2468716900	2468716900	2468716900	433
6906	2469166900	2469166900	2469166900	2469166900	2469166900	2469166900	2469166900	433
6907	2469616900	2469616900	2469616900	2469616900	2469616900	2469616900	2469616900	433
6908	2470066900	2470066900	2470066900	2470066900	2470066900	2470066900	2470066900	433
6909	2470516900	2470516900	2470516900	2470516900	2470516900	2470516900	2470516900	433
6910	2470966900	2470966900	2470966900	2470966900	2470966900	2470966900	2470966900	432
6911	2471416900	2471416900	2471416900	2471416900	2471416900	2471416900	2471416900	432
6912	2471866900	2471866900	2471866900	2471866900	2471866900	2471866900	2471866900	432
6913	2472316900	2472316900	2472316900	2472316900	2472316900	2472316900	2472316900	432
6914	2472766900	2472766900	2472766900	2472766900	2472766900	2472766900	2472766900	432
6915	2473216900	2473216900	2473216900	2473216900	2473216900	2473216900	2473216900	432
6916	2473666900	2473666900	2473666900	2473666900	2473666900	2473666900	2473666900	432
6917	2474116900	2474116900	2474116900	2474116900	2474116900	2474116900	2474116900	432
6918	2474566900	2474566900	2474566900	2474566900	2474566900	2474566900	2474566900	432
6919	2475016900	2475016900	2475016900	2475016900	2475016900	2475016900	2475016900	432
6920	2475466900	2475466900	2475466900	2475466900	2475466900	2475466900	2475466900	431
6921	2475916900	2475916900	2475916900	2475916900	2475916900	2475916900	2475916900	431
6922	2476366900	2476366900	2476366900	2476366900	2476366900	2476366900	2476366900	431
6923	2476816900	2476816900	2476816900	2476816900	2476816900	2476816900	2476816900	431
6924	2477266900	2477266900	2477266900	2477266900	2477266900	2477266900	2477266900	431
6925	2477716900	2477716900	2477716900	2477716900	2477716900	2477716900	2477716900	431
6926	2478166900	2478166900	2478166900	2478166900	2478166900	2478166900	2478166900	431
6927	2478616900	2478616900	2478616900	2478616900	2478616900	2478616900	2478616900	431
6928	2479066900	2479066900	2479066900	2479066900	2479066900	2479066900	2479066900	431
6929	2479516900	2479516900	2479516900	2479516900	2479516900	2479516900	2479516900	431
6930	2479966900	2479966900	2479966900	2479966900	2479966900	2479966900	2479966900	430
6931	2480416900	2480416900	2480416900	2480416900	2480416900	2480416900	2480416900	430
6932	2480866900	2480866900	2480866900	2480866900	2480866900	2480866900	2480866900	430
6933	2481316900	2481316900	2481316900	2481316900	2481316900	2481316900	2481316900	430
6934	2481766900	2481766900	2481766900	2481766900	2481766900	2481766900	2481766900	430
6935	2482216900	2482216900	2482216900	2482216900	2482216900	2482216900	2482216900	430
6936	2482666900	2482666900	2482666900	2482666900	2482666900	2482666900	2482666900	430
6937	2483116900	2483116900	2483116900	2483116900	2483116900	2483116900	2483116900	430
6938	2483566900	2483566900	2483566900	2483566900	2483566900	2483566900	2483566900	430
6939	2484016900	2484016900	2484016900	2484016900	2484016900	2484016900	2484016900	430
6940	2484466900	2484466900	2484466900	2484466900	2484466900	2484466900	2484466900	429
6941	2484916900	2484916900	2484916900	2484916900	2484916900	2484916900	2484916900	429
6942	2485366900	2485366900	2485366900	2485366900	2485366900	2485366900	2485366900	429
