Id	hcIdx	BaseId	NextInClass	TransLvl	NameStr	MonStatsEx	MonProp	MonType	AI	DescStr	Code	enabled	rangedtype	placespawn	spawn	spawnx	spawny	spawnmode	minion1	minion2	SetBoss	BossXfer	PartyMin	PartyMax	MinGrp	MaxGrp	sparsePopulate	Velocity	Run	Rarity	Level	Level(N)	Level(H)	MonSound	UMonSound	threat	aidel	aidel(N)	aidel(H)	aidist	aidist(N)	aidist(H)	aip1	aip1(N)	aip1(H)	aip2	aip2(N)	aip2(H)	aip3	aip3(N)	aip3(H)	aip4	aip4(N)	aip4(H)	aip5	aip5(N)	aip5(H)	aip6	aip6(N)	aip6(H)	aip7	aip7(N)	aip7(H)	aip8	aip8(N)	aip8(H)	MissA1	MissA2	MissS1	MissS2	MissS3	MissS4	MissC	MissSQ		Align	isSpawn	isMelee	npc	interact	inventory	inTown	lUndead	hUndead	demon	flying	opendoors	boss	primeevil	killable	switchai	noAura	nomultishot	neverCount	petIgnore	deathDmg	genericSpawn	zoo	SendSkills	Skill1	Sk1mode	Sk1lvl	Skill2	Sk2mode	Sk2lvl	Skill3	Sk3mode	Sk3lvl	Skill4	Sk4mode	Sk4lvl	Skill5	Sk5mode	Sk5lvl	Skill6	Sk6mode	Sk6lvl	Skill7	Sk7mode	Sk7lvl	Skill8	Sk8mode	Sk8lvl	Drain	Drain(N)	Drain(H)	coldeffect	coldeffect(N)	coldeffect(H)	ResDm	ResMa	ResFi	ResLi	ResCo	ResPo	ResDm(N)	ResMa(N)	ResFi(N)	ResLi(N)	ResCo(N)	ResPo(N)	ResDm(H)	ResMa(H)	ResFi(H)	ResLi(H)	ResCo(H)	ResPo(H)	DamageRegen	SkillDamage	noRatio	NoShldBlock	ToBlock	ToBlock(N)	ToBlock(H)	Crit	minHP	maxHP	AC	Exp	A1MinD	A1MaxD	A1TH	A2MinD	A2MaxD	A2TH	S1MinD	S1MaxD	S1TH	MinHP(N)	MaxHP(N)	AC(N)	Exp(N)	A1MinD(N)	A1MaxD(N)	A1TH(N)	A2MinD(N)	A2MaxD(N)	A2TH(N)	S1MinD(N)	S1MaxD(N)	S1TH(N)	MinHP(H)	MaxHP(H)	AC(H)	Exp(H)	A1MinD(H)	A1MaxD(H)	A1TH(H)	A2MinD(H)	A2MaxD(H)	A2TH(H)	S1MinD(H)	S1MaxD(H)	S1TH(H)	El1Mode	El1Type	El1Pct	El1MinD	El1MaxD	El1Dur	El1Pct(N)	El1MinD(N)	El1MaxD(N)	El1Dur(N)	El1Pct(H)	El1MinD(H)	El1MaxD(H)	El1Dur(H)	El2Mode	El2Type	El2Pct	El2MinD	El2MaxD	El2Dur	El2Pct(N)	El2MinD(N)	El2MaxD(N)	El2Dur(N)	El2Pct(H)	El2MinD(H)	El2MaxD(H)	El2Dur(H)	El3Mode	El3Type	El3Pct	El3MinD	El3MaxD	El3Dur	El3Pct(N)	El3MinD(N)	El3MaxD(N)	El3Dur(N)	El3Pct(H)	El3MinD(H)	El3MaxD(H)	El3Dur(H)	TreasureClass1	TreasureClass2	TreasureClass3	TreasureClass4	TreasureClass1(N)	TreasureClass2(N)	TreasureClass3(N)	TreasureClass4(N)	TreasureClass1(H)	TreasureClass2(H)	TreasureClass3(H)	TreasureClass4(H)	TCQuestId	TCQuestCP	SplEndDeath	SplGetModeChart	SplEndGeneric	SplClientEnd	*eol
doomknight2	311	doomknight2		0	AbyssKnight	doomknight2		doomknight	AbyssKnight	Fighter Mage	UM  	1	1												3	9	0	10	12	1	65	65	65	doomknight	doomknight	10	15	14	13				40	50	60	80	80	80	90	94	97	5	5	5	6	6	5	1	1	0	70	65	50	40	40	40									0	0	1	0	0	0	1	0	1	0	0	0	1	0		1	1			0	0	0	0	0		MissileSkill1	S1	1	MonBoneArmor	S1	5	MonBoneSpirit	S1	2																100	75	33	-50	-33	-25	0	0	40	80	40	40	0	0	40	80	40	40	0	0	40	100	40	50	2				27	27	27		40	85	67	43	25	60	57	15	55	65	0	0	0	40	85	67	43	25	60	57	15	55	65	0	0	0	40	85	67	43	25	60	57	15	55	65	0	0	0	A1	rand	100	50	100	50	100	50	100	50	100	50	100	50																													Act 4 H2H B	Act 4 Champ B	Act 4 Unique B		Act 4 (N) H2H B	Act 4 (N) Champ B	Act 4 (N) Unique B		Act 4 (H) H2H B	Act 4 (H) Champ B	Act 4 (H) Unique B				0	0	0	0	0
doomknight3	312	doomknight3		0	OblivionKnight	doomknight3		doomknight	OblivionKnight	Mage	UM  	1	1						doomknight1				2	4	4	10	0	11	12	1	74	74	74	doomknight	doomknight	10	15	14	13				6	7	8	25	26	27	500	350	200	50	50	50	80	85	90	30	30	30	30	30	30	9	10	11									0	0	1	0	0	0	1	0	1	0	0	0	1	0		1	0			0	0	0	0	0		MissileSkill1	S1	1	MonBoneArmor	S1	6	MonBoneSpirit	S1	2	Decrepify	S2	3	Bestow	seq_undeadbestow	2	MonCurseCast	S2	3							100	75	33	-50	-33	-25	0	0	60	60	60	60	0	0	60	60	80	60	0	0	60	60	100	75	2				29	29	29		40	85	67	44	25	60	57	15	55	65	0	0	0	40	85	67	44	25	60	57	15	55	65	0	0	0	40	85	67	44	25	60	57	15	55	65	0	0	0																																											Act 4 H2H B	Act 4 Champ B	Act 4 Unique B		Act 4 (N) H2H B	Act 4 (N) Champ B	Act 4 (N) Unique B		Act 4 (H) H2H B	Act 4 (H) Champ B	Act 4 (H) Unique B				0	0	0	0	0
quillbear1	313	quillbear1		0	QuillBear	quillbear1		quillrat	QuillMother	poison spikes	S7  	1													3	5	0	7	10	1	15	15	15			10	15	15	15				60	70	80	50	60	60	12	11	10	10	10	10																					0	0	1	1	0	0	1	0	0	0	0	0	0	0		1	1			0	0	0	0	0																										100	75	50	-50	-40	-33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2								50	110	57	23	30	80	57	0	0	0	0	0	0	50	110	57	23	30	80	57	0	0	0	0	0	0	50	110	57	23	30	80	57	0	0	0	0	0	0	A1	pois	60	20	20	150	60	20	20	150	60	20	20	150																													Act 1 H2H A	Act 1 Champ A	Act 1 Unique A		Act 1 (N) H2H A	Act 1 (N) Champ A	Act 1 (N) Unique A		Act 1 (H) H2H A	Act 1 (H) Champ A	Act 1 (H) Unique A				0	0	0	0	0
quillbear2	314	quillbear2		1	SpikeGiant	quillbear2		quillrat	QuillMother	poison spikes	S7  	1													4	7	0	7	11	1	26	26	26			10	15	15	15				70	75	85	60	70	70	11	10	9	10	10	10																					0	0	1	1	0	0	1	0	0	0	0	0	0	0		1	1			0	0	0	0	1																										100	75	50	-50	-40	-33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2								50	110	53	22	30	80	58	0	0	0	0	0	0	50	110	53	22	30	80	58	0	0	0	0	0	0	50	110	53	22	30	80	58	0	0	0	0	0	0	A1	pois	70	20	20	200	70	20	20	200	70	20	20	200																													Act 1 H2H B	Act 1 Champ B	Act 1 Unique B		Act 1 (N) H2H B	Act 1 (N) Champ B	Act 1 (N) Unique B		Act 1 (H) H2H B	Act 1 (H) Champ B	Act 1 (H) Unique B				0	0	0	0	0
quillbear3	315	quillbear3		2	Daishi	quillbear3		quillrat	QuillMother		!Z  	1													5	10	0	8	13	1	166	166	166			10	15	15	15				80	80	90	70	80	80	10	8	8	10	10	10													cr_arrow1								1	0	1	1	0	0	1	0	0	0	1	0	0	0		1	1			0	0	0	0	0																										100	75	50	0	0	0	30	20	20	30	20	20	50	35	35	50	35	35	85	60	60	100	60	60	4								150	300	76	146	40	115	84	0	0	0	0	0	0	150	300	76	146	40	115	84	0	0	0	0	0	0	150	300	76	146	40	115	84	0	0	0	0	0	0	A1	mag	100	5	10	0	100	5	10	0	100	5	10	0																													Act 5 H2H C	Act 5 Champ C	Act 5 Unique C		Act 5 (N) H2H C	Act 5 (N) Champ C	Act 5 (N) Unique C		Act 5 (H) H2H C	Act 5 (H) Champ C	Act 5 (H) Unique C				0	0	0	0	0
quillbear4	316	quillbear4		3	Masakari	quillbear4		quillrat	QuillMother		!R  	1													6	12	0	8	13	1	128	128	128			10	15	15	15				90	90	95	80	80	85	8	7	7	10	10	10													MagicArrow								1	0	1	1	0	0	1	0	0	0	1	0	0	0		1	1			0	0	0	0	0																										100	75	50	-15	-5	0	25	15	15	25	15	15	40	25	25	40	25	25	75	50	50	100	50	50	4								150	300	76	123	40	115	84	0	0	0	0	0	0	150	300	76	123	40	115	84	0	0	0	0	0	0	150	300	76	123	40	115	84	0	0	0	0	0	0	A1	fire	100	10	15	150	100	10	15	150	100	10	15	150																													Act 5 H2H B	Act 5 Champ B	Act 5 Unique B		Act 5 (N) H2H B	Act 5 (N) Champ B	Act 5 (N) Unique B		Act 5 (H) H2H B	Act 5 (H) Champ B	Act 5 (H) Unique B				0	0	0	0	0
quillbear5	317	quillbear5		4	Glabrezu	quillbear5		quillrat	QuillMother		!L  	1													7	14	0	9	15	1	117	117	117			10	15	15	15				95	95	95	90	90	90	6	6	6	10	10	10													ShaFire5								1	0	1	1	0	0	1	0	0	0	1	0	0	0		1	1			0	0	0	0	0																										100	75	50	-25	-15	0	20	10	10	10	50	50	20	10	10	10	75	75	20	10	10	10	100	100	3								150	300	76	74	40	115	84	0	0	0	0	0	0	150	300	76	74	40	115	84	0	0	0	0	0	0	150	300	76	74	40	115	84	0	0	0	0	0	0	A1	pois	100	50	50	200	100	50	50	200	100	50	50	200	A2	ltng	100	40	80	0	100	40	80	0	100	40	80	0															Act 5 H2H A	Act 5 Champ A	Act 5 Unique A		Act 5 (N) H2H A	Act 5 (N) Champ A	Act 5 (N) Unique A		Act 5 (H) H2H A	Act 5 (H) Champ A	Act 5 (H) Unique A				0	0	0	0	0
snake	318	snake		0	FireGiant	snake	monfireaura		FrozenHorror	BigDudeOnFire	!F  	1													1	3	0	7	11	1	58	58	58	smithdeath	smithdeath	12	15	14	13				60	65	70	40	45	50	60	60	60	5	5	5																					0	0	1	0	0	0	1	0	0	0	0	0	1	0		1	0			0	0	0	1	1		ShamanFire	A1	20																						100	75	50	-50	-40	-33	25	25	50	25	0	25	35	35	75	35	20	35	45	45	100	45	35	45	3								200	350	67	200	60	120	76	70	140	80	0	0	0	200	350	67	173	60	120	76	70	140	80	0	0	0	200	350	67	173	60	120	76	70	140	80	0	0	0	A1	fire	100	150	300	0	100	150	300	0	100	150	300	0																													Act 3 H2H B	Act 3 Champ B	Act 3 Unique B		Act 3 (N) H2H B	Act 3 (N) Champ B	Act 3 (N) Unique B		Act 3 (H) H2H B	Act 3 (H) Champ B	Act 3 (H) Unique B				0	0	0	0	0
parrot	319	parrot		0	Cyclops	parrot	monshockaura		Smith	BigDudeWithEye	!9  	1													1	2	0	8	11	1	60	60	60	smithdeath	smithdeath	12	15	15	15																																				0	0	1	1	0	0	1	0	0	0	0	0	1	0		1	0			0	0	0	0	0																										100	75	50	-25	-15	0	40	40	20	80	20	20	60	60	30	90	30	30	75	75	40	100	40	40	3								200	350	68	300	70	140	77	0	0	0	0	0	0	200	350	68	316	70	140	77	0	0	0	0	0	0	200	350	68	316	70	140	77	0	0	0	0	0	0	A1	ltng	100	150	300	0	100	150	300	0	100	150	300	0																													Act 5 H2H C	Act 5 Champ C	Act 5 Unique C		Act 5 (N) H2H C	Act 5 (N) Champ C	Act 5 (N) Unique C		Act 5 (H) H2H C	Act 5 (H) Champ C	Act 5 (H) Unique C				0	0	0	0	0
fish	320	fish		0	PsychOrb	fish			SuccubusWitch	master blaster	!P  	1													4	9	0	9	13	1	58	58	58			10	15	15	15				90	90	90	25	25	25	0	25	35	0	8	12	90	90	90	13	12	11	80	80	80	66	66	66	Bighead3			Bighead5					2	0	1	0	0	0	1	0	0	0	1	1	0	0		1	0			0	0	0	1	0		Defense Curse		5	Blood Mana		5	MonCurseCast		2																100	75	50	-50	-40	-33	10	75	20	20	20	20	20	85	30	30	30	30	30	100	40	40	40	40	2								130	195	65	104	25	50	61	0	0	0	0	0	0	130	195	65	104	25	50	61	0	0	0	0	0	0	130	195	65	104	25	50	61	0	0	0	0	0	0	A1	mag	100	20	40	0	100	20	40	0	100	20	40	0	A2	pois	100	30	30	250	100	30	30	250	100	30	30	250															Act 3 Cast A	Act 3 Champ A	Act 3 Unique A		Act 3 (N) Cast A	Act 3 (N) Champ A	Act 3 (N) Unique A		Act 3 (H) Cast A	Act 3 (H) Champ A	Act 3 (H) Unique A				0	0	0	0	0
evilhole1	321	evilhole1		0	Gravedigger	evilhole1			Mummy		!M  	1													5	10	0	7	9	1	74	74	74	smithdeath	smithdeath	9	15	15	15				25	25	25	50	50	50	100	100	100	55	55	55	8	8	8																		0	0	1	1	0	0	1	0	1	0	0	0	0	0		1	1			0	0	0	0	1																													-10	0	0	30	0	0	0	100	100	40	0	0	0	100	100	49	0	0	0	100	100	2								40	80	65	42	30	75	67	25	60	63	0	0	0	40	80	65	42	30	75	67	25	60	63	0	0	0	40	80	65	42	30	75	67	25	60	63	0	0	0	A1	life	100	50	150	800	100	50	150	800	100	50	150	800																													Act 3 H2H C	Act 3 Champ C	Act 3 Unique C		Act 3 (N) H2H C	Act 3 (N) Champ C	Act 3 (N) Unique C		Act 3 (H) H2H C	Act 3 (H) Champ C	Act 3 (H) Unique C				0	0	0	0	0
evilhole2	322	evilhole2		1	SlimeBall	evilhole2			SuccubusWitch	PoisonParalysis	!A  	1													3	7	0	7	11	1	67	67	67	smithdeath	smithdeath	9	15	15	15				90	90	90	25	25	25	0	25	35	0	8	12	90	90	90	13	12	11	80	80	80	66	66	66	Bighead5			GooSpit1					2	0	1	0	0	0	1	0	0	0	1	1	0	0		1	1			0	0	0	1	0		Defense Curse		10	Blood Mana		10	MonCurseCast		5																100	75	50	-50	-40	-33	30	50	0	0	0	100	40	60	0	0	0	100	45	75	0	0	100	100	2								90	145	61	112	30	65	55	45	100	58	0	0	0	90	145	61	112	30	65	55	45	100	58	0	0	0	90	145	61	112	30	65	55	45	100	58	0	0	0	A1	cold	100	25	50	200	100	25	50	200	100	25	50	200																													Act 5 Cast A	Act 5 Champ A	Act 5 Unique A		Act 5 (N) Cast A	Act 5 (N) Champ A	Act 5 (N) Unique A		Act 5 (H) Cast A	Act 5 (H) Champ A	Act 5 (H) Unique A				0	0	0	0	0
evilhole3	323	evilhole3		2	DarthMaul	evilhole3			Brute	SithLord	~S  	1													2	5	0	13	19	1	192	192	192	smithdeath	smithdeath	9	15	15	15							0	0	0	90	93	97	60	60	50													succubus yellow	succubus yellow	succubus yellow						3	0	1	1	0	0	1	0	0	0	0	0	1	0		1	0			0	0	0	0	0																										100	75	50	-10	0	0	40	80	75	75	100	100	60	90	85	85	100	100	30	100	95	95	100	100	3								680	870	80	173	65	130	91	65	130	91	0	0	0	680	870	80	173	65	130	91	65	130	91	0	0	0	680	870	80	173	65	130	91	65	130	91	0	0	0	A1	rand	100	150	500	600	100	150	500	600	100	150	500	600																													Banshee	Act 5 Champ C	Act 5 Unique C		Banshee (N)	Act 5 (N) Champ B	Act 5 (N) Unique B		Banshee (H)	Act 5 (H) Champ B	Act 5 (H) Unique B				0	0	0	0	0
evilhole4	324	evilhole4		3	DarthSmall	evilhole4			Brute	SithLord	~T  	1													3	6	0	12	18	1	192	192	192	smithdeath	smithdeath	9	15	15	15							0	0	0	90	93	97	60	60	50													succubus yellow	succubus yellow	succubus yellow						3	0	1	1	0	0	1	0	0	0	0	0	1	0		1	0			0	0	0	0	0																										100	75	50	-10	0	0	40	80	75	100	100	75	60	90	85	100	100	85	30	100	95	100	100	95	3								610	810	84	173	60	120	88	60	120	88	0	0	0	610	810	84	173	60	120	88	60	120	88	0	0	0	610	810	84	173	60	120	88	60	120	88	0	0	0	A1	mag	100	150	500	600	100	150	500	600	100	150	500	600																													Banshee	Act 5 Champ C	Act 5 Unique C		Banshee (N)	Act 5 (N) Champ B	Act 5 (N) Unique B		Banshee (H)	Act 5 (H) Champ B	Act 5 (H) Unique B				0	0	0	0	0
evilhole5	325	evilhole5		4	FrostGiant	evilhole5	monfreezeaura		FrozenHorror	BigDudeInIce	~F  	1													2	3	0	9	13	1	117	117	117	smithdeath	smithdeath	12	15	14	13				60	65	70	40	45	50	60	60	60	5	5	5																					0	0	1	0	0	0	1	0	0	0	0	0	1	0		1	0			0	0	0	1	1		Arctic Blast	A1	20																						100	75	50	0	0	0	40	40	20	20	80	20	60	60	30	30	90	30	75	75	40	40	100	40	4								200	350	84	400	80	160	79	100	200	83	0	0	0	200	350	84	386	80	160	79	100	200	83	0	0	0	200	350	84	386	80	160	79	100	200	83	0	0	0	A1	cold	100	150	300	400	100	150	300	400	100	150	300	400																													Act 5 H2H C	Act 5 Champ C	Act 5 Unique C		Act 5 (N) H2H C	Act 5 (N) Champ C	Act 5 (N) Unique C		Act 5 (H) H2H C	Act 5 (H) Champ C	Act 5 (H) Unique C				0	0	0	0	0
trap-firebolt	326	trap-firebolt		0	a trap	trap-firebolt			Trap-Missile		9A  	1													1	1	0	0	0	1	33	33	33				15	15	15				25	30	32	1	1	1	15	15	15																trapfirebolt								1	0	0	0	0	0	1	0	0	0	0	0	0	0		0	0			1	1	0	0	0		Nest		1																						100	75	50	-50	-40	-33	90	90	90	90	70	70	90	90	90	90	90	100	90	90	90	90	90	100	2								15	30	31	21	20	40	74	0	0	0	20	40	36	15	30	31	21	20	40	74	0	0	0	20	40	36	15	30	31	21	20	40	74	0	0	0	20	40	36																																																									0	0	0	0	0
trap-horzmissile	327	trap-horzmissile		0	a trap	trap-horzmissile			Trap-RightArrow		9A  	1													1	1	0	0	0	1	33	33	33	sk_archer	sk_archer		15	15	15				5	5	5	15	15	15	30	23	18	200	200	200													trap spike right		trap poison ball right	trap cursed skull right					3	0	0	0	0	0	1	0	0	0	0	0	0	0		0	0			1	1	0	0	0		PoisonBallTrap	S1	1	CursedBallTrapRight	S1	1																			100	75	50	-50	-40	-33	90	90	90	90	70	70	90	90	90	90	90	100	90	90	90	90	90	100	2								15	30	31	21	20	40	74	0	0	0	20	40	36	15	30	31	21	20	40	74	0	0	0	20	40	36	15	30	31	21	20	40	74	0	0	0	20	40	36																																																									0	0	0	0	0
trap-vertmissile	328	trap-vertmissile		0	a trap	trap-vertmissile			Trap-LeftArrow		9A  	1													1	1	0	0	0	1	33	33	33	sk_archer	sk_archer		15	15	15				5	5	5	15	15	15	30	23	18	200	200	200													trap spike left		trap poison ball left	trap cursed skull left					3	0	0	0	0	0	1	0	0	0	0	0	0	0		0	0			1	1	0	0	0		PoisonBallTrap	S1	1	CursedBallTrapLeft	S1	1																			100	75	50	-50	-40	-33	90	90	90	90	70	70	90	90	90	90	90	100	90	90	90	90	90	100	2								15	30	31	21	20	40	74	0	0	0	20	40	36	15	30	31	21	20	40	74	0	0	0	20	40	36	15	30	31	21	20	40	74	0	0	0	20	40	36																																																									0	0	0	0	0
trap-poisoncloud	329	trap-poisoncloud		0	a trap	trap-poisoncloud			Trap-Poison		9A  	1													1	1	0	0	0	1	33	33	33				15	15	15				20	20	20	1	1	1	15	15	15																trappoisonjavcloud								1	0	0	0	0	0	1	0	0	0	0	0	0	0		0	0			1	1	0	0	0		PrimePoisonNova	A1	1																						100	75	50	-50	-40	-33	90	90	90	90	70	70	90	90	90	90	90	100	90	90	90	90	90	100	2								15	30	31	21	20	40	74	0	0	0	20	40	36	15	30	31	21	20	40	74	0	0	0	20	40	36	15	30	31	21	20	40	74	0	0	0	20	40	36																																																									0	0	0	0	0
trap-lightning	330	trap-lightning		0	a trap	trap-lightning			Trap-Missile		9A  	1													1	1	0	0	0	1	33	33	33				15	15	15				25	30	32	1	1	1	15	15	15																chainlightning								1	0	0	0	0	0	1	0	0	0	0	0	0	0		0	0			1	1	0	0	0		Nest	A1	1																						100	75	50	-50	-40	-33	90	90	90	90	70	70	90	90	90	90	90	100	90	90	90	90	90	100	2								15	30	31	21	20	40	74	0	0	0	20	40	36	15	30	31	21	20	40	74	0	0	0	20	40	36	15	30	31	21	20	40	74	0	0	0	20	40	36																																																									0	0	0	0	0
act2guard2	331	act2guard2		0	Kaelan	act2guard2		human	JarJar		!1  	1													1	1	0	9	11	1	1	1	1	act3hire	act3hire	11	15	15	15																																				0	1	1	1	1	1		1	0	0	0	0	0	0		1	1			0	0	0	0	0																										100	100	100	-50	-50	-50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2								100	200	100	0	0	0	0	0	0	0	0	0	0	100	200	100	0	0	0	0	0	0	0	0	0	0	100	200	100	0	0	0	0	0	0	0	0	0	0																																																									0	0	0	0	0
invisospawner	332	invisospawner		0	Dummy	invisospawner			InvisoSpawner		K9  	1													1	1	0	0	0	1	99	99	99				15	15	15				4	4	4	5	5	5	125	125	125																								0	0	1	1	0	0		0	0	0	0	0	0	0		0	0			1	0	0	0	0																										100	75	50	-50	-40	-33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2								70	105	57	0	0	0	0	0	0	0	0	0	0	70	105	57	0	0	0	0	0	0	0	0	0	0	70	105	57	0	0	0	0	0	0	0	0	0	0																																																									0	0	0	0	0
diabloclone	333	diabloclone		0	unused	diablo		demon	Diablo		xx  	1													1	1	0	7	9	1	31	31	31	diablo	diablo	14	15	13	12																																				0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	1	1			0	0	0	0	0																										100	75	50	-50	-40	-33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2			1	50	50	50		80	165	75	0	0	0	0	0	0	0	0	0	0	80	165	75	0	0	0	0	0	0	0	0	0	0	80	165	75	0	0	0	0	0	0	0	0	0	0																																																									0	0	0	0	0
suckernest1	334	suckernest1		0	SuccubusMage	suckernest1			SuccubusWitch	Nasty Witch	1E  	1													2	8	0	15	17	1	170	170	170	succubus	succubus	10	15	14	13				90	90	90	25	25	25	0	25	35	0	8	12	90	90	90	13	12	11	80	80	80	66	66	66				succubus yellow					1	0	1	0	0	0	1	0	0	0	1	1	1	0		1	0			0	1	0	1	0		Defense Curse		20	Blood Mana		20	MonCurseCast		20																100	75	50	-50	-40	-33	30	30	75	30	100	30	40	40	85	40	100	40	50	50	100	50	100	50	3								800	1000	86	221	90	150	86	175	250	80	0	0	0	800	1000	86	221	90	150	86	175	250	80	0	0	0	800	1000	86	221	90	150	86	175	250	80	0	0	0	A1	mag	100	65	130	0	100	65	130	0	100	65	130	0																													Banshee	Act 5 Champ C	Act 5 Unique C		Banshee (N)	Act 5 (N) Champ B	Act 5 (N) Unique B		Banshee (H)	Act 5 (H) Champ B	Act 5 (H) Unique B				0	0	0	0	0
suckernest2	335	suckernest2		1	RhinoDemon	suckernest2			ClawViper	Battering Ram	!C  	1													5	8	0	19	19	1	39	39	39			10	15	15	15				60	65	70	8	10	12	90	90	90	80	80	80	5	5	5	1	1	1															0	0	1	1	0	0	1	0	0	0	1	0	1	0		1	1			0	0	0	0	1		Charge	seq_serpentcharge	15																						100	75	50	-25	-15	0	20	40	0	0	80	20	0	70	0	0	90	60	0	70	0	0	100	60	2								65	120	89	24	40	120	96	60	150	93	0	0	0	65	120	89	24	40	120	96	60	150	93	0	0	0	65	120	89	24	40	120	96	60	150	93	0	0	0	S1	cold	100	65	130	800	100	65	130	800	100	65	130	800																													Act 3 H2H B	Act 3 Champ B	Act 3 Unique B		Act 3 (N) H2H B	Act 3 (N) Champ B	Act 3 (N) Unique B		Act 3 (H) H2H B	Act 3 (H) Champ B	Act 3 (H) Unique B				0	0	0	0	0
suckernest3	336	suckernest3		2	StoneGargoyle	suckernest3			BatDemon	flying stone	!B  	1													8	15	0	15	17	1	65	65	65			10	15	15	15				33	33	33	20	20	20	80	85	90	50	59	68	8	10	12																		0	0	1	1	0	0	1	0	0	0	0	1	0	0		1	1			0	0	0	0	0																										100	75	50	-25	-15	0	30	30	30	30	30	30	45	45	45	45	45	45	60	60	60	100	60	60	3								50	140	77	65	40	100	64	65	160	89	0	0	0	50	140	77	65	40	100	64	65	160	89	0	0	0	50	140	77	65	40	100	64	65	160	89	0	0	0	A2	ltng	100	50	150	0	100	50	150	0	100	50	150	0																													Act 4 H2H B	Act 4 Champ B	Act 4 Unique B		Act 4 (N) H2H B	Act 4 (N) Champ B	Act 3 (N) Unique B		Act 4 (H) H2H B	Act 4 (H) Champ B	Act 4 (H) Unique B				0	0	1	1	0
suckernest4	337	suckernest4		3	ObsidianGargoyle	suckernest4			BatDemon	flying obsidian	!B  	1													6	12	0	17	19	1	91	91	91			10	15	15	15				33	33	33	20	20	20	80	85	90	50	59	68	8	10	12										cr_arrow1								1	0	1	1	0	0	1	0	0	0	0	1	0	0		1	1			0	0	0	0	0																										100	75	50	-15	-5	0	45	45	45	45	45	45	60	60	60	60	60	60	75	75	75	100	75	100	4								50	140	77	66	40	100	64	65	160	88	0	0	0	50	140	77	66	40	100	64	65	160	88	0	0	0	50	140	77	66	40	100	64	65	160	88	0	0	0	A2	ltng	100	50	150	0	100	50	150	0	100	50	150	0																													Act 5 H2H C	Act 5 Champ C	Act 5 Unique C		Act 5 (N) H2H C	Act 5 (N) Champ C	Act 5 (N) Unique C		Act 5 (H) H2H C	Act 5 (H) Champ C	Act 5 (H) Unique C				0	0	1	1	0
act2hire	338	act2hire		0	Guard	act2hire		human	Hireable		GU  	1													1	3	0	10	16	1	1	1	1	act2hire	act2hire	11	1	1	1				1	1	1																														0	1	0	1	0	0		1	0	0	0	0	0	0		1	1			0	0	0	0	0		Jab	seq_act2guardjab	1	Increased Speed	NU	1																			100	100	100	-50	-50	-50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2								0	0	67	0	70	100	500	0	0	0	0	0	0	0	0	67	0	70	100	500	0	0	0	0	0	0	0	0	67	0	70	100	500	0	0	0	0	0	0																																																									0	0	0	0	0
minispider	339	minispider		0	Dummy	minispider			Idle		LS  	1													1	1	0	4	7	1	1	1	1	spider	spider		15	15	15																																				0	0	0	1	0	0		1	0	0	0	0	0	0		1	1			0	0	0	0	0																										100	75	50	-50	-50	-50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2								100	200	100	0	0	0	0	0	0	0	0	0	0	100	200	100	0	0	0	0	0	0	0	0	0	0	100	200	100	0	0	0	0	0	0	0	0	0	0																																																									0	0	0	0	0
boneprison1	340	boneprison1		0		boneprison1		construct	Idle		67	1													1	1	0	0	0	1	12	12	12	boneprison	boneprison	1	15	15	15																																				0	1	0	1	0	0		0	0	0	0	0	0	0		1	1	1		1	0	0	0	0																										100	75	50				0	0	0	0	70	70	0	0	0	0	90	100	0	0	0	0	90	100	2								150	350	75	0	0	0	0	0	0	0	0	0	0	150	350	75	0	0	0	0	0	0	0	0	0	0	150	350	75	0	0	0	0	0	0	0	0	0	0																																																									0	0	0	0	0
boneprison2	341	boneprison2		0		boneprison2		construct	Idle		66	1													1	1	0	0	0	1	12	12	12	boneprison	boneprison	1	15	15	15																																				0	1	0	1	0	0		0	0	0	0	0	0	0		1	1	1		1	0	0	0	0																										100	75	50				0	0	0	0	70	70	0	0	0	0	90	100	0	0	0	0	90	100	2								150	350	75	0	0	0	0	0	0	0	0	0	0	150	350	75	0	0	0	0	0	0	0	0	0	0	150	350	75	0	0	0	0	0	0	0	0	0	0																																																									0	0	0	0	0
boneprison3	342	boneprison3		0		boneprison3		construct	Idle		69	1													1	1	0	0	0	1	12	12	12	boneprison	boneprison	1	15	15	15																																				0	1	0	1	0	0		0	0	0	0	0	0	0		1	1	1		1	0	0	0	0																										100	75	50				0	0	0	0	70	70	0	0	0	0	90	100	0	0	0	0	90	100	2								150	350	75	0	0	0	0	0	0	0	0	0	0	150	350	75	0	0	0	0	0	0	0	0	0	0	150	350	75	0	0	0	0	0	0	0	0	0	0																																																									0	0	0	0	0
