Name	Rune Name	complete	server	itype1	itype2	itype3	itype4	itype5	itype6	etype1	etype2	etype3	Rune1	Rune2	Rune3	Rune4	Rune5	Rune6	T1Code1	T1Param1	T1Min1	T1Max1	T1Code2	T1Param2	T1Min2	T1Max2	T1Code3	T1Param3	T1Min3	T1Max3	T1Code4	T1Param4	T1Min4	T1Max4	T1Code5	T1Param5	T1Min5	T1Max5	T1Code6	T1Param6	T1Min6	T1Max6	T1Code7	T1Param7	T1Min7	T1Max7	eol
Runeword4394	Bigger Sister	1		miss									r09	r06	r14	r11	gsv		mana-kill		3	6	dmg-ltng		8	100	lifesteal		4	8	dmg-max		30	60	knock		1	1	pierce		40	60	hit-skill	53	5	10	0
Runeword4395	Bigger Sister	1		miss									r09	r06	r14	r11	gzv		mana-kill		3	6	dmg-ltng		8	100	lifesteal		4	8	dmg-max		30	60	knock		1	1	pierce		40	60	hit-skill	53	5	10	0
Runeword4396	Bigger Sister	1		miss									r09	r06	r14	r11	gpv		mana-kill		3	6	dmg-ltng		8	100	lifesteal		4	8	dmg-max		30	60	knock		1	1	pierce		40	60	hit-skill	53	5	10	0
Runeword4397	Bigger Sister	1		miss									r09	r06	r14	r11	gsy		mana-kill		3	6	dmg-ltng		8	100	lifesteal		4	8	dmg-max		30	60	knock		1	1	pierce		40	60	hit-skill	53	5	10	0
Runeword4398	Bigger Sister	1		miss									r09	r06	r14	r11	gly		mana-kill		3	6	dmg-ltng		8	100	lifesteal		4	8	dmg-max		30	60	knock		1	1	pierce		40	60	hit-skill	53	5	10	0
Runeword4399	Bigger Sister	1		miss									r09	r06	r14	r11	gpy		mana-kill		3	6	dmg-ltng		8	100	lifesteal		4	8	dmg-max		30	60	knock		1	1	pierce		40	60	hit-skill	53	5	10	0
Runeword4400	Bigger Sister	1		miss									r09	r06	r14	r11	gsb		mana-kill		3	6	dmg-ltng		8	100	lifesteal		4	8	dmg-max		30	60	knock		1	1	pierce		40	60	hit-skill	53	5	10	0
Runeword4401	Bigger Sister	1		miss									r09	r06	r14	r11	glb		mana-kill		3	6	dmg-ltng		8	100	lifesteal		4	8	dmg-max		30	60	knock		1	1	pierce		40	60	hit-skill	53	5	10	0
Runeword4402	Bigger Sister	1		miss									r09	r06	r14	r11	gpb		mana-kill		3	6	dmg-ltng		8	100	lifesteal		4	8	dmg-max		30	60	knock		1	1	pierce		40	60	hit-skill	53	5	10	0
Runeword4403	Bigger Sister	1		miss									r09	r06	r14	r11	gsg		mana-kill		3	6	dmg-ltng		8	100	lifesteal		4	8	dmg-max		30	60	knock		1	1	pierce		40	60	hit-skill	53	5	10	0
Runeword4404	Bigger Sister	1		miss									r09	r06	r14	r11	glg		mana-kill		3	6	dmg-ltng		8	100	lifesteal		4	8	dmg-max		30	60	knock		1	1	pierce		40	60	hit-skill	53	5	10	0
Runeword4405	Bigger Sister	1		miss									r09	r06	r14	r11	gpg		mana-kill		3	6	dmg-ltng		8	100	lifesteal		4	8	dmg-max		30	60	knock		1	1	pierce		40	60	hit-skill	53	5	10	0
Runeword4406	Bigger Sister	1		miss									r09	r06	r14	r11	gsr		mana-kill		3	6	dmg-ltng		8	100	lifesteal		4	8	dmg-max		30	60	knock		1	1	pierce		40	60	hit-skill	53	5	10	0
Runeword4407	Bigger Sister	1		miss									r09	r06	r14	r11	glr		mana-kill		3	6	dmg-ltng		8	100	lifesteal		4	8	dmg-max		30	60	knock		1	1	pierce		40	60	hit-skill	53	5	10	0
Runeword4408	Bigger Sister	1		miss									r09	r06	r14	r11	gpr		mana-kill		3	6	dmg-ltng		8	100	lifesteal		4	8	dmg-max		30	60	knock		1	1	pierce		40	60	hit-skill	53	5	10	0
Runeword4409	Bigger Sister	1		miss									r09	r06	r14	r11	gsw		mana-kill		3	6	dmg-ltng		8	100	lifesteal		4	8	dmg-max		30	60	knock		1	1	pierce		40	60	hit-skill	53	5	10	0
Runeword4410	Bigger Sister	1		miss									r09	r06	r14	r11	glw		mana-kill		3	6	dmg-ltng		8	100	lifesteal		4	8	dmg-max		30	60	knock		1	1	pierce		40	60	hit-skill	53	5	10	0
Runeword4411	Bigger Sister	1		miss									r09	r06	r14	r11	gpw		mana-kill		3	6	dmg-ltng		8	100	lifesteal		4	8	dmg-max		30	60	knock		1	1	pierce		40	60	hit-skill	53	5	10	0
Runeword4412	Bigger Sister	1		miss									r09	r06	r14	r11	sku		mana-kill		3	6	dmg-ltng		8	100	lifesteal		4	8	dmg-max		30	60	knock		1	1	pierce		40	60	hit-skill	53	5	10	0
Runeword4413	Bigger Sister	1		miss									r09	r06	r14	r11	skl		mana-kill		3	6	dmg-ltng		8	100	lifesteal		4	8	dmg-max		30	60	knock		1	1	pierce		40	60	hit-skill	53	5	10	0
Runeword4414	Bigger Sister	1		miss									r09	r06	r14	r11	skz		mana-kill		3	6	dmg-ltng		8	100	lifesteal		4	8	dmg-max		30	60	knock		1	1	pierce		40	60	hit-skill	53	5	10	0
Runeword4415	Cardinal	1		weap									r13	r10	r02	r09	jew		swing2		15	20	att		150	200	att-undead		50	50	dmg-undead		75	75	dmg-cold	75	5	20	dmg-ltng		1	50	slow		10	15	0
Runeword4416	Cardinal	1		weap									r13	r10	r02	r09	gsv		swing2		15	20	att		150	200	att-undead		50	50	dmg-undead		75	75	dmg-cold	75	5	20	dmg-ltng		1	50	slow		10	15	0
Runeword4417	Cardinal	1		weap									r13	r10	r02	r09	gzv		swing2		15	20	att		150	200	att-undead		50	50	dmg-undead		75	75	dmg-cold	75	5	20	dmg-ltng		1	50	slow		10	15	0
Runeword4418	Cardinal	1		weap									r13	r10	r02	r09	gpv		swing2		15	20	att		150	200	att-undead		50	50	dmg-undead		75	75	dmg-cold	75	5	20	dmg-ltng		1	50	slow		10	15	0
Runeword4419	Cardinal	1		weap									r13	r10	r02	r09	gsy		swing2		15	20	att		150	200	att-undead		50	50	dmg-undead		75	75	dmg-cold	75	5	20	dmg-ltng		1	50	slow		10	15	0
Runeword4420	Cardinal	1		weap									r13	r10	r02	r09	gly		swing2		15	20	att		150	200	att-undead		50	50	dmg-undead		75	75	dmg-cold	75	5	20	dmg-ltng		1	50	slow		10	15	0
Runeword4421	Cardinal	1		weap									r13	r10	r02	r09	gpy		swing2		15	20	att		150	200	att-undead		50	50	dmg-undead		75	75	dmg-cold	75	5	20	dmg-ltng		1	50	slow		10	15	0
Runeword4422	Cardinal	1		weap									r13	r10	r02	r09	gsb		swing2		15	20	att		150	200	att-undead		50	50	dmg-undead		75	75	dmg-cold	75	5	20	dmg-ltng		1	50	slow		10	15	0
Runeword4423	Cardinal	1		weap									r13	r10	r02	r09	glb		swing2		15	20	att		150	200	att-undead		50	50	dmg-undead		75	75	dmg-cold	75	5	20	dmg-ltng		1	50	slow		10	15	0
Runeword4424	Cardinal	1		weap									r13	r10	r02	r09	gpb		swing2		15	20	att		150	200	att-undead		50	50	dmg-undead		75	75	dmg-cold	75	5	20	dmg-ltng		1	50	slow		10	15	0
Runeword4425	Cardinal	1		weap									r13	r10	r02	r09	gsg		swing2		15	20	att		150	200	att-undead		50	50	dmg-undead		75	75	dmg-cold	75	5	20	dmg-ltng		1	50	slow		10	15	0
Runeword4426	Cardinal	1		weap									r13	r10	r02	r09	glg		swing2		15	20	att		150	200	att-undead		50	50	dmg-undead		75	75	dmg-cold	75	5	20	dmg-ltng		1	50	slow		10	15	0
Runeword4427	Cardinal	1		weap									r13	r10	r02	r09	gpg		swing2		15	20	att		150	200	att-undead		50	50	dmg-undead		75	75	dmg-cold	75	5	20	dmg-ltng		1	50	slow		10	15	0
Runeword4428	Cardinal	1		weap									r13	r10	r02	r09	gsr		swing2		15	20	att		150	200	att-undead		50	50	dmg-undead		75	75	dmg-cold	75	5	20	dmg-ltng		1	50	slow		10	15	0
Runeword4429	Cardinal	1		weap									r13	r10	r02	r09	glr		swing2		15	20	att		150	200	att-undead		50	50	dmg-undead		75	75	dmg-cold	75	5	20	dmg-ltng		1	50	slow		10	15	0
Runeword4430	Cardinal	1		weap									r13	r10	r02	r09	gpr		swing2		15	20	att		150	200	att-undead		50	50	dmg-undead		75	75	dmg-cold	75	5	20	dmg-ltng		1	50	slow		10	15	0
Runeword4431	Cardinal	1		weap									r13	r10	r02	r09	gsw		swing2		15	20	att		150	200	att-undead		50	50	dmg-undead		75	75	dmg-cold	75	5	20	dmg-ltng		1	50	slow		10	15	0
Runeword4432	Cardinal	1		weap									r13	r10	r02	r09	glw		swing2		15	20	att		150	200	att-undead		50	50	dmg-undead		75	75	dmg-cold	75	5	20	dmg-ltng		1	50	slow		10	15	0
Runeword4433	Cardinal	1		weap									r13	r10	r02	r09	gpw		swing2		15	20	att		150	200	att-undead		50	50	dmg-undead		75	75	dmg-cold	75	5	20	dmg-ltng		1	50	slow		10	15	0
Runeword4434	Cardinal	1		weap									r13	r10	r02	r09	sku		swing2		15	20	att		150	200	att-undead		50	50	dmg-undead		75	75	dmg-cold	75	5	20	dmg-ltng		1	50	slow		10	15	0
Runeword4435	Cardinal	1		weap									r13	r10	r02	r09	skl		swing2		15	20	att		150	200	att-undead		50	50	dmg-undead		75	75	dmg-cold	75	5	20	dmg-ltng		1	50	slow		10	15	0
Runeword4436	Cardinal	1		weap									r13	r10	r02	r09	skz		swing2		15	20	att		150	200	att-undead		50	50	dmg-undead		75	75	dmg-cold	75	5	20	dmg-ltng		1	50	slow		10	15	0
Runeword4437	Blood Magic	1		shld	tors								r10	r13	r25	r18	jew		ac		30	40	red-dmg		20	40	dur		10	20	charged	279	40	10	hp%		5	20									0
Runeword4438	Blood Magic	1		shld	tors								r10	r13	r25	r18	gsv		ac		30	40	red-dmg		20	40	dur		10	20	charged	279	40	10	hp%		5	20									0
Runeword4439	Blood Magic	1		shld	tors								r10	r13	r25	r18	gzv		ac		30	40	red-dmg		20	40	dur		10	20	charged	279	40	10	hp%		5	20									0
Runeword4440	Blood Magic	1		shld	tors								r10	r13	r25	r18	gpv		ac		30	40	red-dmg		20	40	dur		10	20	charged	279	40	10	hp%		5	20									0
Runeword4441	Blood Magic	1		shld	tors								r10	r13	r25	r18	gsy		ac		30	40	red-dmg		20	40	dur		10	20	charged	279	40	10	hp%		5	20									0
Runeword4442	Blood Magic	1		shld	tors								r10	r13	r25	r18	gly		ac		30	40	red-dmg		20	40	dur		10	20	charged	279	40	10	hp%		5	20									0
Runeword4443	Blood Magic	1		shld	tors								r10	r13	r25	r18	gpy		ac		30	40	red-dmg		20	40	dur		10	20	charged	279	40	10	hp%		5	20									0
Runeword4444	Blood Magic	1		shld	tors								r10	r13	r25	r18	gsb		ac		30	40	red-dmg		20	40	dur		10	20	charged	279	40	10	hp%		5	20									0
Runeword4445	Blood Magic	1		shld	tors								r10	r13	r25	r18	glb		ac		30	40	red-dmg		20	40	dur		10	20	charged	279	40	10	hp%		5	20									0
Runeword4446	Blood Magic	1		shld	tors								r10	r13	r25	r18	gpb		ac		30	40	red-dmg		20	40	dur		10	20	charged	279	40	10	hp%		5	20									0
Runeword4447	Blood Magic	1		shld	tors								r10	r13	r25	r18	gsg		ac		30	40	red-dmg		20	40	dur		10	20	charged	279	40	10	hp%		5	20									0
Runeword4448	Blood Magic	1		shld	tors								r10	r13	r25	r18	glg		ac		30	40	red-dmg		20	40	dur		10	20	charged	279	40	10	hp%		5	20									0
Runeword4449	Blood Magic	1		shld	tors								r10	r13	r25	r18	gpg		ac		30	40	red-dmg		20	40	dur		10	20	charged	279	40	10	hp%		5	20									0
Runeword4450	Blood Magic	1		shld	tors								r10	r13	r25	r18	gsr		ac		30	40	red-dmg		20	40	dur		10	20	charged	279	40	10	hp%		5	20									0
Runeword4451	Blood Magic	1		shld	tors								r10	r13	r25	r18	glr		ac		30	40	red-dmg		20	40	dur		10	20	charged	279	40	10	hp%		5	20									0
Runeword4452	Blood Magic	1		shld	tors								r10	r13	r25	r18	gpr		ac		30	40	red-dmg		20	40	dur		10	20	charged	279	40	10	hp%		5	20									0
Runeword4453	Blood Magic	1		shld	tors								r10	r13	r25	r18	gsw		ac		30	40	red-dmg		20	40	dur		10	20	charged	279	40	10	hp%		5	20									0
Runeword4454	Blood Magic	1		shld	tors								r10	r13	r25	r18	glw		ac		30	40	red-dmg		20	40	dur		10	20	charged	279	40	10	hp%		5	20									0
Runeword4455	Blood Magic	1		shld	tors								r10	r13	r25	r18	gpw		ac		30	40	red-dmg		20	40	dur		10	20	charged	279	40	10	hp%		5	20									0
Runeword4456	Blood Magic	1		shld	tors								r10	r13	r25	r18	sku		ac		30	40	red-dmg		20	40	dur		10	20	charged	279	40	10	hp%		5	20									0
Runeword4457	Blood Magic	1		shld	tors								r10	r13	r25	r18	skl		ac		30	40	red-dmg		20	40	dur		10	20	charged	279	40	10	hp%		5	20									0
Runeword4458	Blood Magic	1		shld	tors								r10	r13	r25	r18	skz		ac		30	40	red-dmg		20	40	dur		10	20	charged	279	40	10	hp%		5	20									0
Runeword4459	Bone Magic	1		tors	shld								r23	r16	r08	r14	jew		slow		20	40	ac%		30	50	light-thorns		10	60	hit-skill	78	5	20	hit-skill	68	3	20	rep-dur	5							0
Runeword4460	Bone Magic	1		tors	shld								r23	r16	r08	r14	gsv		slow		20	40	ac%		30	50	light-thorns		10	60	hit-skill	78	5	20	hit-skill	68	3	20	rep-dur	5							0
Runeword4461	Bone Magic	1		tors	shld								r23	r16	r08	r14	gzv		slow		20	40	ac%		30	50	light-thorns		10	60	hit-skill	78	5	20	hit-skill	68	3	20	rep-dur	5							0
Runeword4462	Bone Magic	1		tors	shld								r23	r16	r08	r14	gpv		slow		20	40	ac%		30	50	light-thorns		10	60	hit-skill	78	5	20	hit-skill	68	3	20	rep-dur	5							0
Runeword4463	Bone Magic	1		tors	shld								r23	r16	r08	r14	gsy		slow		20	40	ac%		30	50	light-thorns		10	60	hit-skill	78	5	20	hit-skill	68	3	20	rep-dur	5							0
Runeword4464	Bone Magic	1		tors	shld								r23	r16	r08	r14	gly		slow		20	40	ac%		30	50	light-thorns		10	60	hit-skill	78	5	20	hit-skill	68	3	20	rep-dur	5							0
Runeword4465	Bone Magic	1		tors	shld								r23	r16	r08	r14	gpy		slow		20	40	ac%		30	50	light-thorns		10	60	hit-skill	78	5	20	hit-skill	68	3	20	rep-dur	5							0
Runeword4466	Bone Magic	1		tors	shld								r23	r16	r08	r14	gsb		slow		20	40	ac%		30	50	light-thorns		10	60	hit-skill	78	5	20	hit-skill	68	3	20	rep-dur	5							0
Runeword4467	Bone Magic	1		tors	shld								r23	r16	r08	r14	glb		slow		20	40	ac%		30	50	light-thorns		10	60	hit-skill	78	5	20	hit-skill	68	3	20	rep-dur	5							0
Runeword4468	Bone Magic	1		tors	shld								r23	r16	r08	r14	gpb		slow		20	40	ac%		30	50	light-thorns		10	60	hit-skill	78	5	20	hit-skill	68	3	20	rep-dur	5							0
Runeword4469	Bone Magic	1		tors	shld								r23	r16	r08	r14	gsg		slow		20	40	ac%		30	50	light-thorns		10	60	hit-skill	78	5	20	hit-skill	68	3	20	rep-dur	5							0
Runeword4470	Bone Magic	1		tors	shld								r23	r16	r08	r14	glg		slow		20	40	ac%		30	50	light-thorns		10	60	hit-skill	78	5	20	hit-skill	68	3	20	rep-dur	5							0
Runeword4471	Bone Magic	1		tors	shld								r23	r16	r08	r14	gpg		slow		20	40	ac%		30	50	light-thorns		10	60	hit-skill	78	5	20	hit-skill	68	3	20	rep-dur	5							0
Runeword4472	Bone Magic	1		tors	shld								r23	r16	r08	r14	gsr		slow		20	40	ac%		30	50	light-thorns		10	60	hit-skill	78	5	20	hit-skill	68	3	20	rep-dur	5							0
Runeword4473	Bone Magic	1		tors	shld								r23	r16	r08	r14	glr		slow		20	40	ac%		30	50	light-thorns		10	60	hit-skill	78	5	20	hit-skill	68	3	20	rep-dur	5							0
Runeword4474	Bone Magic	1		tors	shld								r23	r16	r08	r14	gpr		slow		20	40	ac%		30	50	light-thorns		10	60	hit-skill	78	5	20	hit-skill	68	3	20	rep-dur	5							0
Runeword4475	Bone Magic	1		tors	shld								r23	r16	r08	r14	gsw		slow		20	40	ac%		30	50	light-thorns		10	60	hit-skill	78	5	20	hit-skill	68	3	20	rep-dur	5							0
Runeword4476	Bone Magic	1		tors	shld								r23	r16	r08	r14	glw		slow		20	40	ac%		30	50	light-thorns		10	60	hit-skill	78	5	20	hit-skill	68	3	20	rep-dur	5							0
Runeword4477	Bone Magic	1		tors	shld								r23	r16	r08	r14	gpw		slow		20	40	ac%		30	50	light-thorns		10	60	hit-skill	78	5	20	hit-skill	68	3	20	rep-dur	5							0
Runeword4478	Bone Magic	1		tors	shld								r23	r16	r08	r14	sku		slow		20	40	ac%		30	50	light-thorns		10	60	hit-skill	78	5	20	hit-skill	68	3	20	rep-dur	5							0
Runeword4479	Bone Magic	1		tors	shld								r23	r16	r08	r14	skl		slow		20	40	ac%		30	50	light-thorns		10	60	hit-skill	78	5	20	hit-skill	68	3	20	rep-dur	5							0
Runeword4480	Bone Magic	1		tors	shld								r23	r16	r08	r14	skz		slow		20	40	ac%		30	50	light-thorns		10	60	hit-skill	78	5	20	hit-skill	68	3	20	rep-dur	5							0
Runeword4481	Bound by Honor	1		tors	shld								r19	r18	r15	r14	jew		str		30	30	dex		30	30	balance2		50	50	block		30	30	ease		-30	-30	charged	155	20	15	rep-dur	5			0
Runeword4482	Bound by Honor	1		tors	shld								r19	r18	r15	r14	gsv		str		30	30	dex		30	30	balance2		50	50	block		30	30	ease		-30	-30	charged	155	20	15	rep-dur	5			0
Runeword4483	Bound by Honor	1		tors	shld								r19	r18	r15	r14	gzv		str		30	30	dex		30	30	balance2		50	50	block		30	30	ease		-30	-30	charged	155	20	15	rep-dur	5			0
Runeword4484	Bound by Honor	1		tors	shld								r19	r18	r15	r14	gpv		str		30	30	dex		30	30	balance2		50	50	block		30	30	ease		-30	-30	charged	155	20	15	rep-dur	5			0
Runeword4485	Bound by Honor	1		tors	shld								r19	r18	r15	r14	gsy		str		30	30	dex		30	30	balance2		50	50	block		30	30	ease		-30	-30	charged	155	20	15	rep-dur	5			0
Runeword4486	Bound by Honor	1		tors	shld								r19	r18	r15	r14	gly		str		30	30	dex		30	30	balance2		50	50	block		30	30	ease		-30	-30	charged	155	20	15	rep-dur	5			0
Runeword4487	Bound by Honor	1		tors	shld								r19	r18	r15	r14	gpy		str		30	30	dex		30	30	balance2		50	50	block		30	30	ease		-30	-30	charged	155	20	15	rep-dur	5			0
Runeword4488	Bound by Honor	1		tors	shld								r19	r18	r15	r14	gsb		str		30	30	dex		30	30	balance2		50	50	block		30	30	ease		-30	-30	charged	155	20	15	rep-dur	5			0
Runeword4489	Bound by Honor	1		tors	shld								r19	r18	r15	r14	glb		str		30	30	dex		30	30	balance2		50	50	block		30	30	ease		-30	-30	charged	155	20	15	rep-dur	5			0
Runeword4490	Bound by Honor	1		tors	shld								r19	r18	r15	r14	gpb		str		30	30	dex		30	30	balance2		50	50	block		30	30	ease		-30	-30	charged	155	20	15	rep-dur	5			0
Runeword4491	Bound by Honor	1		tors	shld								r19	r18	r15	r14	gsg		str		30	30	dex		30	30	balance2		50	50	block		30	30	ease		-30	-30	charged	155	20	15	rep-dur	5			0
Runeword4492	Bound by Honor	1		tors	shld								r19	r18	r15	r14	glg		str		30	30	dex		30	30	balance2		50	50	block		30	30	ease		-30	-30	charged	155	20	15	rep-dur	5			0
Runeword4493	Bound by Honor	1		tors	shld								r19	r18	r15	r14	gpg		str		30	30	dex		30	30	balance2		50	50	block		30	30	ease		-30	-30	charged	155	20	15	rep-dur	5			0
Runeword4494	Bound by Honor	1		tors	shld								r19	r18	r15	r14	gsr		str		30	30	dex		30	30	balance2		50	50	block		30	30	ease		-30	-30	charged	155	20	15	rep-dur	5			0
Runeword4495	Bound by Honor	1		tors	shld								r19	r18	r15	r14	glr		str		30	30	dex		30	30	balance2		50	50	block		30	30	ease		-30	-30	charged	155	20	15	rep-dur	5			0
Runeword4496	Bound by Honor	1		tors	shld								r19	r18	r15	r14	gpr		str		30	30	dex		30	30	balance2		50	50	block		30	30	ease		-30	-30	charged	155	20	15	rep-dur	5			0
Runeword4497	Bound by Honor	1		tors	shld								r19	r18	r15	r14	gsw		str		30	30	dex		30	30	balance2		50	50	block		30	30	ease		-30	-30	charged	155	20	15	rep-dur	5			0
Runeword4498	Bound by Honor	1		tors	shld								r19	r18	r15	r14	glw		str		30	30	dex		30	30	balance2		50	50	block		30	30	ease		-30	-30	charged	155	20	15	rep-dur	5			0
Runeword4499	Bound by Honor	1		tors	shld								r19	r18	r15	r14	gpw		str		30	30	dex		30	30	balance2		50	50	block		30	30	ease		-30	-30	charged	155	20	15	rep-dur	5			0
Runeword4500	Bound by Honor	1		tors	shld								r19	r18	r15	r14	sku		str		30	30	dex		30	30	balance2		50	50	block		30	30	ease		-30	-30	charged	155	20	15	rep-dur	5			0
Runeword4501	Bound by Honor	1		tors	shld								r19	r18	r15	r14	skl		str		30	30	dex		30	30	balance2		50	50	block		30	30	ease		-30	-30	charged	155	20	15	rep-dur	5			0
Runeword4502	Bound by Honor	1		tors	shld								r19	r18	r15	r14	skz		str		30	30	dex		30	30	balance2		50	50	block		30	30	ease		-30	-30	charged	155	20	15	rep-dur	5			0
Runeword4503	Bow Wow Blues	1		shld	tors								r15	r10	r05	r20	jew		ac		20	30	red-dmg%		3	3	dur%		20	30	charged	227	50	5	allskills		1	1									0
Runeword4504	Bow Wow Blues	1		shld	tors								r15	r10	r05	r20	gsv		ac		20	30	red-dmg%		3	3	dur%		20	30	charged	227	50	5	allskills		1	1									0
Runeword4505	Bow Wow Blues	1		shld	tors								r15	r10	r05	r20	gzv		ac		20	30	red-dmg%		3	3	dur%		20	30	charged	227	50	5	allskills		1	1									0
Runeword4506	Bow Wow Blues	1		shld	tors								r15	r10	r05	r20	gpv		ac		20	30	red-dmg%		3	3	dur%		20	30	charged	227	50	5	allskills		1	1									0
Runeword4507	Bow Wow Blues	1		shld	tors								r15	r10	r05	r20	gsy		ac		20	30	red-dmg%		3	3	dur%		20	30	charged	227	50	5	allskills		1	1									0
Runeword4508	Bow Wow Blues	1		shld	tors								r15	r10	r05	r20	gly		ac		20	30	red-dmg%		3	3	dur%		20	30	charged	227	50	5	allskills		1	1									0
Runeword4509	Bow Wow Blues	1		shld	tors								r15	r10	r05	r20	gpy		ac		20	30	red-dmg%		3	3	dur%		20	30	charged	227	50	5	allskills		1	1									0
Runeword4510	Bow Wow Blues	1		shld	tors								r15	r10	r05	r20	gsb		ac		20	30	red-dmg%		3	3	dur%		20	30	charged	227	50	5	allskills		1	1									0
Runeword4511	Bow Wow Blues	1		shld	tors								r15	r10	r05	r20	glb		ac		20	30	red-dmg%		3	3	dur%		20	30	charged	227	50	5	allskills		1	1									0
Runeword4512	Bow Wow Blues	1		shld	tors								r15	r10	r05	r20	gpb		ac		20	30	red-dmg%		3	3	dur%		20	30	charged	227	50	5	allskills		1	1									0
Runeword4513	Bow Wow Blues	1		shld	tors								r15	r10	r05	r20	gsg		ac		20	30	red-dmg%		3	3	dur%		20	30	charged	227	50	5	allskills		1	1									0
Runeword4514	Bow Wow Blues	1		shld	tors								r15	r10	r05	r20	glg		ac		20	30	red-dmg%		3	3	dur%		20	30	charged	227	50	5	allskills		1	1									0
Runeword4515	Bow Wow Blues	1		shld	tors								r15	r10	r05	r20	gpg		ac		20	30	red-dmg%		3	3	dur%		20	30	charged	227	50	5	allskills		1	1									0
Runeword4516	Bow Wow Blues	1		shld	tors								r15	r10	r05	r20	gsr		ac		20	30	red-dmg%		3	3	dur%		20	30	charged	227	50	5	allskills		1	1									0
Runeword4517	Bow Wow Blues	1		shld	tors								r15	r10	r05	r20	glr		ac		20	30	red-dmg%		3	3	dur%		20	30	charged	227	50	5	allskills		1	1									0
Runeword4518	Bow Wow Blues	1		shld	tors								r15	r10	r05	r20	gpr		ac		20	30	red-dmg%		3	3	dur%		20	30	charged	227	50	5	allskills		1	1									0
Runeword4519	Bow Wow Blues	1		shld	tors								r15	r10	r05	r20	gsw		ac		20	30	red-dmg%		3	3	dur%		20	30	charged	227	50	5	allskills		1	1									0
Runeword4520	Bow Wow Blues	1		shld	tors								r15	r10	r05	r20	glw		ac		20	30	red-dmg%		3	3	dur%		20	30	charged	227	50	5	allskills		1	1									0
Runeword4521	Bow Wow Blues	1		shld	tors								r15	r10	r05	r20	gpw		ac		20	30	red-dmg%		3	3	dur%		20	30	charged	227	50	5	allskills		1	1									0
Runeword4522	Bow Wow Blues	1		shld	tors								r15	r10	r05	r20	sku		ac		20	30	red-dmg%		3	3	dur%		20	30	charged	227	50	5	allskills		1	1									0
Runeword4523	Bow Wow Blues	1		shld	tors								r15	r10	r05	r20	skl		ac		20	30	red-dmg%		3	3	dur%		20	30	charged	227	50	5	allskills		1	1									0
Runeword4524	Bow Wow Blues	1		shld	tors								r15	r10	r05	r20	skz		ac		20	30	red-dmg%		3	3	dur%		20	30	charged	227	50	5	allskills		1	1									0
