Treasure Class	group	level	Picks	Unique	Set	Rare	Magic	NoDrop	Item1	Prob1	Item2	Prob2	Item3	Prob3	Item4	Prob4	Item5	Prob5	Item6	Prob6	Item7	Prob7	Item8	Prob8	Item9	Prob9	Item10	Prob10	Term
Act 2 (H) Champ B			-4	75	150	450	750		Act 2 (H) Citem B	1	Act 2 (H) Cpot B	3																	0
Act 2 (H) Champ C			-4	75	150	450	750		Act 2 (H) Citem C	1	Act 2 (H) Cpot C	3																	0
Act 3 (H) Champ A			-4	75	150	450	750		Act 3 (H) Citem A	1	Act 3 (H) Cpot A	3																	0
Act 3 (H) Champ B			-4	75	150	450	750		Act 3 (H) Citem B	1	Act 3 (H) Cpot B	3																	0
Act 3 (H) Champ C			-4	75	150	450	750		Act 3 (H) Citem C	1	Act 3 (H) Cpot C	3																	0
Act 4 (H) Champ A			-4	75	150	450	750		Act 4 (H) Citem A	1	Act 4 (H) Cpot A	3																	0
Act 4 (H) Champ B			-4	75	150	450	750		Act 4 (H) Citem B	1	Act 4 (H) Cpot B	3																	0
Act 5 (H) Champ A			-4	75	150	450	750		Act 5 (H) Citem A	1	Act 5 (H) Cpot A	3																	0
Act 5 (H) Champ B			-4	75	150	450	750		Act 5 (H) Citem B	1	Act 5 (H) Cpot B	3																	0
Act 5 (H) Champ C			-4	75	150	450	750		Act 5 (H) Citem C	1	Act 5 (H) Cpot C	3																	0
UAct 1 Equip A			1	100	200	500	750		weap3	7	armo3	7	TGrade-F	2															0
UAct 1 Equip B			1	100	200	500	750		weap3	3	armo3	3	weap6	7	armo6	7	TGrade-F	3											0
UAct 1 Equip C			1	100	200	500	750		weap3	2	armo3	1	weap6	6	armo6	3	weap9	14	armo9	7	weap12	2	armo12	1	TGrade-F	4			0
UAct 2 Equip A			1	100	200	500	750		weap6	2	armo6	1	weap9	6	armo9	3	weap12	14	armo12	7	weap15	2	armo15	1	Act 1 Equip C	100	TGrade-G	2	0
UAct 2 Equip B			1	100	200	500	750		weap9	2	armo9	1	weap12	6	armo12	3	weap15	14	armo15	7	weap18	2	armo18	1	Act 2 Equip A	100	TGrade-G	3	0
UAct 2 Equip C			1	100	200	500	750		weap12	2	armo12	1	weap15	6	armo15	3	weap18	14	armo18	7	weap21	2	armo21	1	Act 2 Equip B	100	TGrade-G	4	0
UAct 3 Equip A			1	100	200	500	750		weap15	2	armo15	1	weap18	6	armo18	3	weap21	14	armo21	7	weap24	2	armo24	1	Act 2 Equip C	100	TGrade-H	2	0
UAct 3 Equip B			1	100	200	500	750		weap18	2	armo18	1	weap21	6	armo21	3	weap24	14	armo24	7	weap27	2	armo27	1	Act 3 Equip A	100	TGrade-H	3	0
UAct 3 Equip C			1	100	200	500	750		weap21	2	armo21	1	weap24	6	armo24	3	weap27	14	armo27	7	weap30	2	armo30	1	Act 3 Equip B	100	TGrade-H	4	0
UAct 4 Equip A			1	100	200	500	750		weap24	2	armo24	1	weap27	6	armo27	3	weap30	14	armo30	4	weap33	2	armo33	1	Act 3 Equip C	100	TGrade-I	2	0
UAct 4 Equip B			1	100	200	500	750		weap27	2	armo27	1	weap30	6	armo30	3	weap33	14	armo33	3	weap36	2	armo36	1	Act 4 Equip A	100	TGrade-I	3	0
UAct 5 Equip A			1	100	200	500	750		weap27	2	armo27	1	weap30	6	armo30	3	weap33	14	armo33	3	weap36	7	armo36	5	Act 4 Equip B	100	TGrade-J	2	0
UAct 5 Equip B			1	100	200	500	750		weap30	2	armo30	1	weap33	6	armo33	2	weap36	14	armo36	7	weap39	2	armo39	1	Act 5 Equip A	100	TGrade-J	3	0
UAct 5 Equip C			1	100	200	500	750		weap30	2	armo30	1	weap33	6	armo33	2	weap36	14	armo36	7	weap39	2	armo39	1	Act 5 Equip B	100	TGrade-J	4	0
UAct 1 (N) Equip A			1	100	200	500	750		weap33	2	armo33	1	weap36	6	armo36	3	weap39	14	armo39	7	weap42	2	armo42	1	Act 5 Equip C	100	TGrade-K	2	0
UAct 1 (N) Equip B			1	100	200	500	750		weap33	2	armo33	1	weap36	6	armo36	3	weap39	14	armo39	7	weap42	6	armo42	3	Act 1 (N) Equip A	100	TGrade-K	3	0
UAct 1 (N) Equip C			1	100	200	500	750		weap36	2	armo36	1	weap39	6	armo39	3	weap42	14	armo42	7	weap45	2	armo45	1	Act 1 (N) Equip A	100	TGrade-K	4	0
UAct 2 (N) Equip A			1	100	200	500	750		weap36	2	armo36	1	weap39	6	armo39	3	weap42	14	armo42	7	weap45	6	armo45	3	Act 1 (N) Equip B	100	TGrade-L	2	0
UAct 2 (N) Equip B			1	100	200	500	750		weap39	2	armo39	1	weap42	6	armo42	3	weap45	14	armo45	7	weap48	2	armo48	1	Act 2 (N) Equip A	100	TGrade-L	3	0
UAct 2 (N) Equip C			1	100	200	500	750		weap39	2	armo39	1	weap42	6	armo42	3	weap45	14	armo45	7	weap48	6	armo48	3	Act 2 (N) Equip A	100	TGrade-L	4	0
UAct 3 (N) Equip A			1	100	200	500	750		weap42	2	armo42	1	weap45	6	armo45	3	weap48	14	armo48	7	weap51	2	armo51	1	Act 2 (N) Equip B	100	TGrade-M	2	0
UAct 3 (N) Equip B			1	100	200	500	750		weap42	2	armo42	1	weap45	6	armo45	3	weap48	14	armo48	7	weap51	6	armo51	3	Act 3 (N) Equip A	100	TGrade-M	3	0
UAct 3 (N) Equip C			1	100	200	500	750		weap45	2	armo45	1	weap48	6	armo48	3	weap51	14	armo51	7	weap54	2	armo54	1	Act 3 (N) Equip A	100	TGrade-M	4	0
UAct 4 (N) Equip A			1	100	200	500	750		weap45	2	armo45	1	weap48	6	armo48	3	weap51	14	armo51	7	weap54	6	armo54	3	Act 3 (N) Equip B	100	TGrade-N	2	0
UAct 4 (N) Equip B			1	100	200	500	750		weap48	2	armo48	1	weap51	6	armo51	3	weap54	14	armo54	7	weap57	2	armo57	1	Act 4 (N) Equip A	100	TGrade-N	3	0
UAct 4 (N) Equip C			1	100	200	500	750		weap48	2	armo48	1	weap51	6	armo51	3	weap54	14	armo54	7	weap57	6	armo57	3	Act 4 (N) Equip A	100	TGrade-N	4	0
UAct 5 (N) Equip A			1	100	200	500	750		weap51	2	armo51	1	weap54	6	armo54	3	weap57	14	armo57	7	weap60	2	armo60	1	Act 4 (N) Equip B	100	TGrade-O	2	0
UAct 5 (N) Equip B			1	100	200	500	750		weap51	2	armo51	1	weap54	6	armo54	3	weap57	14	armo57	7	weap60	6	armo60	3	Act 5 (N) Equip A	100	TGrade-O	3	0
UAct 5 (N) Equip C			1	100	200	500	750		weap54	2	armo54	1	weap57	6	armo57	3	weap60	14	armo60	7	weap63	2	armo63	1	Act 5 (N) Equip B	100	TGrade-O	4	0
UAct 1 (H) Equip A			1	100	200	500	750		weap54	2	armo54	1	weap57	6	armo57	3	weap60	14	armo60	7	weap63	6	armo63	3	Act 5 (N) Equip C	100	TGrade-P	2	0
UAct 1 (H) Equip B			1	100	200	500	750		weap57	2	armo57	1	weap60	6	armo60	3	weap63	14	armo63	7	weap66	2	armo66	1	Act 1 (H) Equip A	100	TGrade-P	3	0
UAct 1 (H) Equip C			1	100	200	500	750		weap57	2	armo57	1	weap60	6	armo60	3	weap63	14	armo63	7	weap66	6	armo66	3	Act 1 (H) Equip A	100	TGrade-P	4	0
UAct 2 (H) Equip A			1	100	200	500	750		weap60	2	armo60	1	weap63	6	armo63	3	weap66	14	armo66	7	weap69	2	armo69	1	Act 1 (H) Equip B	100	TGrade-Q	2	0
UAct 2 (H) Equip B			1	100	200	500	750		weap60	2	armo60	1	weap63	6	armo63	3	weap66	14	armo66	7	weap69	6	armo69	3	Act 2 (H) Equip A	100	TGrade-Q	3	0
UAct 2 (H) Equip C			1	100	200	500	750		weap63	2	armo63	1	weap66	6	armo66	3	weap69	14	armo69	7	weap72	2	armo72	1	Act 2 (H) Equip A	100	TGrade-Q	4	0
UAct 3 (H) Equip A			1	100	200	500	750		weap63	2	armo63	1	weap66	6	armo66	3	weap69	14	armo69	7	weap72	6	armo72	3	Act 2 (H) Equip B	100	TGrade-R	2	0
UAct 3 (H) Equip B			1	100	200	500	750		weap66	2	armo66	1	weap69	6	armo69	3	weap72	14	armo72	7	weap75	2	armo75	1	Act 3 (H) Equip A	100	TGrade-R	3	0
UAct 3 (H) Equip C			1	100	200	500	750		weap66	2	armo66	1	weap69	6	armo69	3	weap72	14	armo72	7	weap75	6	armo75	3	Act 3 (H) Equip A	100	TGrade-R	4	0
UAct 4 (H) Equip A			1	100	200	500	750		weap69	2	armo69	1	weap72	6	armo72	3	weap75	14	armo75	7	weap78	2	armo78	1	Act 3 (H) Equip B	100	TGrade-S	2	0
UAct 4 (H) Equip B			1	100	200	500	750		weap69	2	armo69	1	weap72	6	armo72	3	weap75	14	armo75	7	weap78	6	armo78	3	Act 4 (H) Equip A	100	TGrade-S	3	0
UAct 4 (H) Equip C			1	100	200	500	750		weap72	2	armo72	1	weap75	6	armo75	3	weap78	14	armo78	7	weap81	2	armo81	1	Act 4 (H) Equip A	100	TGrade-S	4	0
UAct 5 (H) Equip A			1	100	200	500	750		weap75	2	armo75	1	weap78	6	armo78	3	weap81	14	armo81	7	weap84	2	armo84	1	Act 4 (H) Equip B	100	TGrade-T	2	0
UAct 5 (H) Equip B			1	100	200	500	750		weap78	2	armo78	1	weap81	6	armo81	3	weap84	14	armo84	7	weap87	2	armo87	1	Act 5 (H) Equip A	100	TGrade-T	3	0
UAct 5 (H) Equip C			1	100	200	500	750		weap81	2	armo81	1	weap84	6	armo84	3	weap87	14	armo87	7	weap90	2	armo90	1	Act 5 (H) Equip B	100	TGrade-T	4	0
UAct 1 Good			2	200	300	700	900		Jewelry A	20	Chipped Gem	30	Runes 1	20	Runes 2	15	Runes 3	10	Misc 1	5	Misc 2	2	Cscroll Main	8	Mscroll Main	2	TGrade-L	10	0
UAct 2 Good			2	200	300	700	900		Jewelry B	20	Chipped Gem	30	Flawed Gem	20	Runes 2	15	Runes 3	10	Runes 4	5	Misc 2	2	Cscroll Main	8	Mscroll Main	2	TGrade-M	10	0
UAct 3 Good			2	200	300	700	900		Jewelry C	20	Chipped Gem	30	Flawed Gem	20	Runes 3	15	Runes 4	10	Runes 5	5	Cscroll Main	8	Mscroll Main	2	TGrade-N	10			0
UAct 4 Good			2	200	300	700	900		Jewelry C	50	Chipped Gem	30	Flawed Gem	20	Normal Gem	15	Runes 5	10	Runes 6	5	Cscroll Main	8	Mscroll Main	2	TGrade-O	10			0
UAct 5 Good			2	200	300	700	900		Jewelry C	50	Chipped Gem	30	Flawed Gem	20	Normal Gem	15	Flawless Gem	10	Runes 7	5	Cscroll Main	8	Mscroll Main	2	TGrade-P	10			0
UAct 1 (N) Good			2	200	300	700	900		Jewelry C	60	Flawed Gem	20	Normal Gem	15	Flawless Gem	10	Runes 8 (N)	5	Cscroll Main	8	Mscroll Main	4	Lscroll Main	2	TGrade-Q	10			0
UAct 2 (N) Good			2	200	300	700	900		Jewelry C	60	Flawed Gem	20	Normal Gem	15	Flawless Gem	10	Runes 9 (N)	5	Cscroll Main	8	Mscroll Main	4	Lscroll Main	2	TGrade-R	10			0
UAct 3 (N) Good			2	200	300	700	900		Jewelry C	60	Flawed Gem	20	Normal Gem	15	Flawless Gem	10	Runes 10 (N)	5	Cscroll Main	8	Mscroll Main	4	Lscroll Main	2	TGrade-S	10			0
UAct 4 (N) Good			2	200	300	700	900		Jewelry C	60	Flawed Gem	20	Normal Gem	15	Flawless Gem	10	Runes 11 (N)	5	Cscroll Main	8	Mscroll Main	4	Lscroll Main	2	TGrade-T	10			0
UAct 5 (N) Good			2	200	300	700	900		Jewelry C	60	Flawed Gem	20	Normal Gem	15	Flawless Gem	10	Runes 12 (N)	5	Cscroll Main	8	Mscroll Main	4	Lscroll Main	2	TGrade-U	10			0
UAct 1 (H) Good			2	200	300	700	900		Jewelry C	60	Normal Gem	15	Flawless Gem	10	Runes 13 (H)	8	Cscroll Main	7	Mscroll Main	4	Lscroll Main	3	TGrade-V	10					0
UAct 2 (H) Good			2	200	300	700	900		Jewelry C	60	Normal Gem	15	Flawless Gem	10	Runes 14 (H)	8	Cscroll Main	7	Mscroll Main	4	Lscroll Main	3	TGrade-W	10					0
UAct 3 (H) Good			2	200	300	700	900		Jewelry C	60	Normal Gem	15	Flawless Gem	10	Runes 15 (H)	8	Cscroll Main	7	Mscroll Main	4	Lscroll Main	3	TGrade-X	10					0
UAct 4 (H) Good			2	200	300	700	900		Jewelry C	60	Normal Gem	15	Flawless Gem	10	Runes 16 (H)	8	Cscroll Main	7	Mscroll Main	4	Lscroll Main	3	TGrade-Y	10					0
UAct 5 (H) Good			2	200	300	700	900		Jewelry C	60	Normal Gem	15	Flawless Gem	10	Runes 17 (H)	8	Cscroll Main	7	Mscroll Main	4	Lscroll Main	3	TGrade-Z	10					0
Act 1 Uitem A			2	200	300	700	900		UAct 1 Equip A	75	UAct 1 Good	50	elx	4	Dbox Main	1	Gremlin Main	1	Gremlin 6	3	Gremlin 20	1							0
Act 1 Uitem B			2	200	300	700	900		UAct 1 Equip B	75	UAct 1 Good	50	elx	4	Dbox Main	1	Gremlin Main	1	Gremlin 7	3	Gremlin 21	1							0
Act 1 Uitem C			2	200	300	700	900		UAct 1 Equip C	75	UAct 1 Good	50	elx	4	Dbox Main	1	Gremlin Main	1	Gremlin 8	3	Gremlin 22	1							0
Act 2 Uitem A			2	200	300	700	900		UAct 2 Equip A	75	UAct 2 Good	50	elx	4	Dbox Main	1	Gremlin Main	1	Gremlin 9	3	Gremlin 23	1							0
Act 2 Uitem B			2	200	300	700	900		UAct 2 Equip B	75	UAct 2 Good	50	elx	4	Dbox Main	1	Gremlin Main	1	Gremlin 10	3	Gremlin 24	1							0
Act 2 Uitem C			2	200	300	700	900		UAct 2 Equip C	75	UAct 3 Good	50	elx	4	Dbox Main	1	Gremlin Main	1	Gremlin 11	3	Gremlin 25	1							0
Act 3 Uitem A			2	200	300	700	900		UAct 3 Equip A	75	UAct 3 Good	50	elx	4	Dbox Main	1	Gremlin Main	1	Gremlin 12	3	Gremlin 26	1							0
Act 3 Uitem B			2	200	300	700	900		UAct 3 Equip B	75	UAct 3 Good	50	elx	4	Dbox Main	1	Gremlin Main	1	Gremlin 13	3	Gremlin 27	1							0
Act 3 Uitem C			2	200	300	700	900		UAct 3 Equip C	75	UAct 3 Good	50	elx	4	Dbox Main	1	Gremlin Main	1	Gremlin 14	3	Gremlin 28	1							0
Act 4 Uitem A			2	200	300	700	900		UAct 4 Equip A	75	UAct 4 Good	50	elx	4	Dbox Main	1	Gremlin Main	1	Gremlin 15	3	Gremlin 29	1							0
Act 4 Uitem B			2	200	300	700	900		UAct 4 Equip B	75	UAct 4 Good	50	elx	4	Dbox Main	1	Gremlin Main	1	Gremlin 16	3	Gremlin 30	1							0
Act 5 Uitem A			2	200	300	700	900		UAct 5 Equip A	75	UAct 5 Good	50	elx	4	Dbox Main	1	Gremlin Main	1	Gremlin 17	3	Gremlin 31	1							0
Act 5 Uitem B			2	200	300	700	900		UAct 5 Equip B	75	UAct 5 Good	50	elx	4	Dbox Main	1	Gremlin Main	1	Gremlin 18	3	Gremlin 32	1							0
Act 5 Uitem C			2	200	300	700	900		UAct 5 Equip C	75	UAct 5 Good	50	elx	4	Dbox Main	1	Gremlin Main	1	Gremlin 19	3	Gremlin 33	1							0
Act 1 (N) Uitem A			2	200	300	700	900		UAct 1 (N) Equip A	75	UAct 1 (N) Good	50	elx	5	Dbox Main	3	Gremlin Main	2	Gremlin 6	4	Gremlin 20	2							0
Act 1 (N) Uitem B			2	200	300	700	900		UAct 1 (N) Equip B	75	UAct 1 (N) Good	50	elx	5	Dbox Main	3	Gremlin Main	2	Gremlin 7	4	Gremlin 21	2							0
Act 1 (N) Uitem C			2	200	300	700	900		UAct 1 (N) Equip B	75	UAct 1 (N) Good	50	elx	5	Dbox Main	3	Gremlin Main	2	Gremlin 8	4	Gremlin 22	2							0
Act 2 (N) Uitem A			2	200	300	700	900		UAct 2 (N) Equip A	75	UAct 2 (N) Good	50	elx	5	Dbox Main	3	Gremlin Main	2	Gremlin 9	4	Gremlin 23	2							0
Act 2 (N) Uitem B			2	200	300	700	900		UAct 2 (N) Equip B	75	UAct 2 (N) Good	50	elx	5	Dbox Main	3	Gremlin Main	2	Gremlin 10	4	Gremlin 24	2							0
Act 2 (N) Uitem C			2	200	300	700	900		UAct 2 (N) Equip B	75	UAct 2 (N) Good	50	elx	5	Dbox Main	3	Gremlin Main	2	Gremlin 11	4	Gremlin 25	2							0
Act 3 (N) Uitem A			2	200	300	700	900		UAct 3 (N) Equip A	75	UAct 3 (N) Good	50	elx	5	Dbox Main	3	Gremlin Main	2	Gremlin 12	4	Gremlin 26	2							0
Act 3 (N) Uitem B			2	200	300	700	900		UAct 3 (N) Equip B	75	UAct 3 (N) Good	50	elx	5	Dbox Main	3	Gremlin Main	2	Gremlin 13	4	Gremlin 27	2							0
Act 3 (N) Uitem C			2	200	300	700	900		UAct 3 (N) Equip B	75	UAct 3 (N) Good	50	elx	5	Dbox Main	3	Gremlin Main	2	Gremlin 14	4	Gremlin 28	2							0
Act 4 (N) Uitem A			2	200	300	700	900		UAct 4 (N) Equip A	75	UAct 4 (N) Good	50	elx	5	Dbox Main	3	Gremlin Main	2	Gremlin 15	4	Gremlin 29	2							0
Act 4 (N) Uitem B			2	200	300	700	900		UAct 4 (N) Equip B	75	UAct 4 (N) Good	50	elx	5	Dbox Main	3	Gremlin Main	2	Gremlin 16	4	Gremlin 30	2							0
Act 5 (N) Uitem A			2	200	300	700	900		UAct 5 (N) Equip A	75	UAct 5 (N) Good	50	elx	5	Dbox Main	3	Gremlin Main	2	Gremlin 17	4	Gremlin 31	2							0
Act 5 (N) Uitem B			2	200	300	700	900		UAct 5 (N) Equip B	75	UAct 5 (N) Good	50	elx	5	Dbox Main	3	Gremlin Main	2	Gremlin 18	4	Gremlin 32	2							0
Act 5 (N) Uitem C			2	200	300	700	900		UAct 5 (N) Equip C	75	UAct 5 (N) Good	50	elx	5	Dbox Main	3	Gremlin Main	2	Gremlin 19	4	Gremlin 33	2							0
Act 1 (H) Uitem A			2	200	300	700	900		UAct 1 (H) Equip A	75	UAct 1 (H) Good	50	elx	6	Dbox Main	4	Gremlin Main	2	Gremlin 6	6	Gremlin 20	3							0
Act 1 (H) Uitem B			2	200	300	700	900		UAct 1 (H) Equip B	75	UAct 1 (H) Good	50	elx	6	Dbox Main	4	Gremlin Main	2	Gremlin 7	6	Gremlin 21	3							0
Act 1 (H) Uitem C			2	200	300	700	900		UAct 1 (H) Equip B	75	UAct 1 (H) Good	50	elx	6	Dbox Main	4	Gremlin Main	2	Gremlin 8	6	Gremlin 22	3							0
Act 2 (H) Uitem A			2	200	300	700	900		UAct 2 (H) Equip A	75	UAct 2 (H) Good	50	elx	6	Dbox Main	4	Gremlin Main	2	Gremlin 9	6	Gremlin 23	3							0
Act 2 (H) Uitem B			2	200	300	700	900		UAct 2 (H) Equip B	75	UAct 2 (H) Good	50	elx	6	Dbox Main	4	Gremlin Main	2	Gremlin 10	6	Gremlin 24	3							0
Act 2 (H) Uitem C			2	200	300	700	900		UAct 2 (H) Equip B	75	UAct 2 (H) Good	50	elx	6	Dbox Main	4	Gremlin Main	2	Gremlin 11	6	Gremlin 25	3							0
Act 3 (H) Uitem A			2	200	300	700	900		UAct 3 (H) Equip A	75	UAct 3 (H) Good	50	elx	6	Dbox Main	4	Gremlin Main	2	Gremlin 12	6	Gremlin 26	3							0
Act 3 (H) Uitem B			2	200	300	700	900		UAct 3 (H) Equip B	75	UAct 3 (H) Good	50	elx	6	Dbox Main	4	Gremlin Main	2	Gremlin 13	6	Gremlin 27	3							0
Act 3 (H) Uitem C			2	200	300	700	900		UAct 3 (H) Equip B	75	UAct 3 (H) Good	50	elx	6	Dbox Main	4	Gremlin Main	2	Gremlin 14	6	Gremlin 28	3							0
Act 4 (H) Uitem A			2	200	300	700	900		UAct 4 (H) Equip A	75	UAct 4 (H) Good	50	elx	6	Dbox Main	4	Gremlin Main	2	Gremlin 15	6	Gremlin 29	3							0
Act 4 (H) Uitem B			2	200	300	700	900		UAct 4 (H) Equip B	75	UAct 4 (H) Good	50	elx	6	Dbox Main	4	Gremlin Main	2	Gremlin 16	6	Gremlin 30	3							0
Act 5 (H) Uitem A			2	200	300	700	900		UAct 5 (H) Equip A	75	UAct 5 (H) Good	50	elx	6	Dbox Main	4	Gremlin Main	2	Gremlin 17	6	Gremlin 31	3							0
Act 5 (H) Uitem B			2	200	300	700	900		UAct 5 (H) Equip B	75	UAct 5 (H) Good	50	elx	6	Dbox Main	4	Gremlin Main	2	Gremlin 18	6	Gremlin 32	3							0
Act 5 (H) Uitem C			2	200	300	700	900		UAct 5 (H) Equip C	75	UAct 5 (H) Good	50	elx	6	Dbox Main	4	Gremlin Main	2	Gremlin 19	6	Gremlin 33	3							0
Act 1 Unique A			-3	100	200	500	750		Act 1 Uitem A	1	Act 1 Cpot A	2																	0
Act 1 Unique B			-3	100	200	500	750		Act 1 Uitem B	1	Act 1 Cpot B	2																	0
Act 1 Unique C			-3	100	200	500	750		Act 1 Uitem C	1	Act 1 Cpot C	2																	0
Act 2 Unique A			-3	100	200	500	750		Act 2 Uitem A	1	Act 2 Cpot A	2																	0
Act 2 Unique B			-3	100	200	500	750		Act 2 Uitem B	1	Act 2 Cpot B	2																	0
Act 2 Unique C			-3	100	200	500	750		Act 2 Uitem C	1	Act 2 Cpot C	2																	0
Act 3 Unique A			-3	100	200	500	750		Act 3 Uitem A	1	Act 3 Cpot A	2																	0
Act 3 Unique B			-3	100	200	500	750		Act 3 Uitem B	1	Act 3 Cpot B	2																	0
Act 3 Unique C			-3	100	200	500	750		Act 3 Uitem C	1	Act 3 Cpot C	2																	0
Act 4 Unique A			-3	100	200	500	750		Act 4 Uitem A	1	Act 4 Cpot A	2																	0
Act 4 Unique B			-3	100	200	500	750		Act 4 Uitem B	1	Act 4 Cpot B	2																	0
Act 5 Unique A			-3	100	200	500	750		Act 5 Uitem A	1	Act 5 Cpot A	2																	0
Act 5 Unique B			-3	100	200	500	750		Act 5 Uitem B	1	Act 5 Cpot B	2																	0
Act 5 Unique C			-3	100	200	500	750		Act 5 Uitem C	1	Act 5 Cpot C	2																	0
Act 1 (N) Unique A			-3	100	200	500	750		Act 1 (N) Uitem A	1	Act 1 (N) Cpot A	2																	0
Act 1 (N) Unique B			-3	100	200	500	750		Act 1 (N) Uitem B	1	Act 1 (N) Cpot B	2																	0
Act 1 (N) Unique C			-3	100	200	500	750		Act 1 (N) Uitem C	1	Act 1 (N) Cpot C	2																	0
Act 2 (N) Unique A			-3	100	200	500	750		Act 2 (N) Uitem A	1	Act 2 (N) Cpot A	2																	0
Act 2 (N) Unique B			-3	100	200	500	750		Act 2 (N) Uitem B	1	Act 2 (N) Cpot B	2																	0
Act 2 (N) Unique C			-3	100	200	500	750		Act 2 (N) Uitem C	1	Act 2 (N) Cpot C	2																	0
Act 3 (N) Unique A			-3	100	200	500	750		Act 3 (N) Uitem A	1	Act 3 (N) Cpot A	2																	0
Act 3 (N) Unique B			-3	100	200	500	750		Act 3 (N) Uitem B	1	Act 3 (N) Cpot B	2																	0
Act 3 (N) Unique C			-3	100	200	500	750		Act 3 (N) Uitem C	1	Act 3 (N) Cpot C	2																	0
Act 4 (N) Unique A			-3	100	200	500	750		Act 4 (N) Uitem A	1	Act 4 (N) Cpot A	2																	0
Act 4 (N) Unique B			-3	100	200	500	750		Act 4 (N) Uitem B	1	Act 4 (N) Cpot B	2																	0
Act 5 (N) Unique A			-3	100	200	500	750		Act 5 (N) Uitem A	1	Act 5 (N) Cpot A	2																	0
Act 5 (N) Unique B			-3	100	200	500	750		Act 5 (N) Uitem B	1	Act 5 (N) Cpot B	2																	0
Act 5 (N) Unique C			-3	100	200	500	750		Act 5 (N) Uitem C	1	Act 5 (N) Cpot C	2																	0
Act 1 (H) Unique A			-3	100	200	500	750		Act 1 (H) Uitem A	1	Act 1 (H) Cpot A	2																	0
Act 1 (H) Unique B			-3	100	200	500	750		Act 1 (H) Uitem B	1	Act 1 (H) Cpot B	2																	0
Act 1 (H) Unique C			-3	100	200	500	750		Act 1 (H) Uitem C	1	Act 1 (H) Cpot C	2																	0
Act 2 (H) Unique A			-3	100	200	500	750		Act 2 (H) Uitem A	1	Act 2 (H) Cpot A	2																	0
Act 2 (H) Unique B			-3	100	200	500	750		Act 2 (H) Uitem B	1	Act 2 (H) Cpot B	2																	0
Act 2 (H) Unique C			-3	100	200	500	750		Act 2 (H) Uitem C	1	Act 2 (H) Cpot C	2																	0
Act 3 (H) Unique A			-3	100	200	500	750		Act 3 (H) Uitem A	1	Act 3 (H) Cpot A	2																	0
Act 3 (H) Unique B			-3	100	200	500	750		Act 3 (H) Uitem B	1	Act 3 (H) Cpot B	2																	0
Act 3 (H) Unique C			-3	100	200	500	750		Act 3 (H) Uitem C	1	Act 3 (H) Cpot C	2																	0
Act 4 (H) Unique A			-3	100	200	500	750		Act 4 (H) Uitem A	1	Act 4 (H) Cpot A	2																	0
Act 4 (H) Unique B			-3	100	200	500	750		Act 4 (H) Uitem B	1	Act 4 (H) Cpot B	2																	0
Act 5 (H) Unique A			-3	100	200	500	750		Act 5 (H) Uitem A	1	Act 5 (H) Cpot A	2																	0
Act 5 (H) Unique B			-3	100	200	500	750		Act 5 (H) Uitem B	1	Act 5 (H) Cpot B	2																	0
Act 5 (H) Unique C			-3	100	200	500	750		Act 5 (H) Uitem C	1	Act 5 (H) Cpot C	2																	0
Act 1 Super A			-4	100	300	600	900		Act 1 Uitem A	2	Act 1 Cpot A	2																	0
Act 1 Super B			-4	100	300	600	900		Act 1 Uitem B	2	Act 1 Cpot B	2																	0
Act 1 Super C			-4	100	300	600	900		Act 1 Uitem C	2	Act 1 Cpot C	2																	0
Act 2 Super A			-4	100	300	600	900		Act 2 Uitem A	2	Act 2 Cpot A	2																	0
Act 2 Super B			-4	100	300	600	900		Act 2 Uitem B	2	Act 2 Cpot B	2																	0
Act 2 Super C			-4	100	300	600	900		Act 2 Uitem C	2	Act 2 Cpot C	2																	0
Act 3 Super A			-4	100	300	600	900		Act 3 Uitem A	2	Act 3 Cpot A	2																	0
Act 3 Super B			-4	100	300	600	900		Act 3 Uitem B	2	Act 3 Cpot B	2																	0
Act 3 Super C			-4	100	300	600	900		Act 3 Uitem C	2	Act 3 Cpot C	2																	0
Act 4 Super A			-4	100	300	600	900		Act 4 Uitem A	2	Act 4 Cpot A	2																	0
Act 4 Super B			-4	100	300	600	900		Act 4 Uitem B	2	Act 4 Cpot B	2																	0
Act 4 Super C			-4	100	300	600	900		Act 4 Uitem B	2	Act 4 Cpot B	2																	0
Act 5 Super A			-4	100	300	600	900		Act 5 Uitem A	2	Act 5 Cpot A	2																	0
Act 5 Super B			-4	100	300	600	900		Act 5 Uitem B	2	Act 5 Cpot B	2																	0
Act 5 Super C			-4	100	300	600	900		Act 5 Uitem C	2	Act 5 Cpot C	2																	0
Act 1 (N) Super A			-4	100	300	600	900		Act 1 (N) Uitem A	2	Act 1 (N) Cpot A	2																	0
Act 1 (N) Super B			-4	100	300	600	900		Act 1 (N) Uitem B	2	Act 1 (N) Cpot B	2																	0
Act 1 (N) Super C			-4	100	300	600	900		Act 1 (N) Uitem C	2	Act 1 (N) Cpot C	2																	0
Act 2 (N) Super A			-4	100	300	600	900		Act 2 (N) Uitem A	2	Act 2 (N) Cpot A	2																	0
Act 2 (N) Super B			-4	100	300	600	900		Act 2 (N) Uitem B	2	Act 2 (N) Cpot B	2																	0
Act 2 (N) Super C			-4	100	300	600	900		Act 2 (N) Uitem C	2	Act 2 (N) Cpot C	2																	0
